;config_187_avg
Standard_Acc;72,6500
RMSCE;0,0281
gaussian_noise;30,1700
shot_noise;35,3100
impulse_noise;31,8560
defocus_blur;28,3680
glass_blur;24,7400
motion_blur;37,4580
zoom_blur;31,8520
snow;45,4680
frost;47,7340
fog;45,2640
brightness;56,1700
contrast;19,4600
elastic_transform;44,2460
pixelate;58,2740
jpeg_compression;52,4740
speckle_noise;28,2200
gaussian_blur;29,0600
spatter;47,7100
saturate;50,5780
blue_noise_sample;48,8580
brownish_noise;53,1140
caustic_refraction;34,0040
checkerboard_cutout;45,3560
cocentric_sine_waves;32,7160
inverse_sparkles;29,9780
perlin_noise;59,0240
plasma_noise;26,8280
single_frequency_greyscale;28,6340
sparkles;64,4440
Acc_C-all-19;39,1796
Acc_C-original-15;39,2563
Acc_C-bar-10;42,2956
Acc_all-ex-pixelwise-noise-24;41,3731
RMSCE_C;0,1485
Combined_Noise;55,4700
