;config_418_avg;config_418_std;config_418_run_0;config_418_run_1;config_418_run_2;config_418_run_3;config_418_run_4
Standard_Acc;70,8740;0,2640;70,8700;70,4900;71,0750;70,7000;71,2350
RMSCE;0,0188;0,0036;0,0249;0,0187;0,0182;0,0186;0,0135
gaussian_noise;52,2400;2,4687;56,1000;50,1000;51,2000;49,7000;54,1000
shot_noise;54,4400;1,0131;54,4000;55,9000;53,2000;53,5000;55,2000
impulse_noise;51,6600;0,9992;52,9000;52,2000;50,8000;50,2000;52,2000
defocus_blur;55,7800;1,1071;56,9000;53,7000;55,9000;55,9000;56,5000
glass_blur;32,5800;1,6509;34,5000;31,5000;30,6000;31,7000;34,6000
motion_blur;58,7000;1,5453;60,3000;57,5000;60,8000;57,9000;57,0000
zoom_blur;47,9400;1,6378;48,4000;48,6000;44,7000;49,1000;48,9000
snow;60,6400;2,6725;59,1000;59,8000;57,3000;61,9000;65,1000
frost;61,8400;0,8639;61,6000;61,1000;62,9000;62,8000;60,8000
fog;64,4000;1,4227;64,0000;62,1000;64,5000;64,9000;66,5000
brightness;63,7600;1,1638;62,6000;62,3000;64,5000;64,0000;65,4000
contrast;53,8200;2,1236;50,8000;52,3000;53,7000;56,5000;55,8000
elastic_transform;58,8400;2,7185;63,4000;58,5000;56,9000;55,5000;59,9000
pixelate;62,3600;1,4773;64,5000;60,1000;62,8000;62,9000;61,5000
jpeg_compression;64,5800;0,9724;65,8000;64,6000;62,9000;64,4000;65,2000
speckle_noise;51,3600;1,0210;51,5000;52,3000;50,0000;50,4000;52,6000
gaussian_blur;48,2400;1,5108;46,2000;49,3000;46,6000;49,5000;49,6000
spatter;59,3200;1,8627;60,4000;56,6000;61,6000;57,7000;60,3000
saturate;59,2400;0,7787;59,0000;59,7000;58,7000;60,5000;58,3000
blue_noise_sample;51,4400;1,9622;49,3000;51,4000;54,6000;49,5000;52,4000
brownish_noise;54,6800;0,8471;53,5000;53,8000;55,3000;55,4000;55,4000
caustic_refraction;37,3400;1,8575;39,5000;33,9000;37,9000;38,0000;37,4000
checkerboard_cutout;46,5800;1,6999;44,0000;49,2000;45,8000;46,8000;47,1000
cocentric_sine_waves;31,2400;1,5028;32,5000;29,8000;33,2000;29,3000;31,4000
inverse_sparkles;25,8800;1,6509;27,8000;24,8000;26,2000;23,3000;27,3000
perlin_noise;59,9400;1,3632;61,0000;57,7000;60,9000;59,0000;61,1000
plasma_noise;29,8600;2,1951;29,8000;25,7000;30,6000;31,3000;31,9000
single_frequency_greyscale;30,2800;1,1179;29,7000;30,9000;28,5000;31,8000;30,5000
sparkles;62,7400;0,7499;63,6000;62,3000;63,2000;63,1000;61,5000
Acc_C-all-19;55,8811;0,6520;56,4421;55,1684;55,2421;55,7368;56,8158
Acc_C-original-15;56,2387;0,7705;57,0200;55,3533;55,5133;56,0600;57,2467
Acc_C-bar-10;42,9980;0,6188;43,0700;41,9500;43,6200;42,7500;43,6000
Acc_all-ex-pixelwise-noise-24;51,2742;0,6039;51,6208;50,2417;51,0833;51,3833;52,0417
RMSCE_C;0,0943;0,0048;0,0930;0,0993;0,0958;0,0977;0,0858
Combined_Noise;64,6260;0,2587;64,6850;64,1150;64,8050;64,7450;64,7800
