;config_169_avg
Standard_Acc;61,9000
RMSCE;0,0371
gaussian_noise;35,0940
shot_noise;37,1840
impulse_noise;34,8260
defocus_blur;36,1460
glass_blur;33,6420
motion_blur;42,4120
zoom_blur;37,4580
snow;43,2520
frost;44,2080
fog;41,8800
brightness;47,8960
contrast;25,1740
elastic_transform;44,1240
pixelate;49,9900
jpeg_compression;48,1740
speckle_noise;30,3700
gaussian_blur;37,6020
spatter;42,4500
saturate;43,9020
blue_noise_sample;43,3440
brownish_noise;47,1120
caustic_refraction;34,4320
checkerboard_cutout;38,2360
cocentric_sine_waves;34,2960
inverse_sparkles;24,8880
perlin_noise;53,8300
plasma_noise;26,4680
single_frequency_greyscale;33,7160
sparkles;54,3800
Acc_C-all-19;39,7781
Acc_C-original-15;40,0973
Acc_C-bar-10;39,0702
Acc_all-ex-pixelwise-noise-24;40,2362
RMSCE_C;0,1199
Combined_Noise;52,0600
