;config_401_avg;config_401_std;config_401_run_0;config_401_run_1;config_401_run_2;config_401_run_3;config_401_run_4
Standard_Acc;71,0980;0,2688;71,0000;70,8700;70,8600;71,5850;71,1750
RMSCE;0,0224;0,0042;0,0184;0,0231;0,0302;0,0206;0,0196
gaussian_noise;51,7600;1,6788;54,6000;50,8000;50,0000;50,7000;52,7000
shot_noise;54,4800;0,6705;55,1000;55,2000;54,7000;53,9000;53,5000
impulse_noise;53,2200;2,3515;55,0000;54,7000;48,6000;54,0000;53,8000
defocus_blur;56,5000;1,4311;56,2000;54,8000;59,1000;55,8000;56,6000
glass_blur;33,5600;1,5001;32,8000;33,2000;36,2000;33,9000;31,7000
motion_blur;58,8200;1,1754;58,7000;59,5000;60,2000;59,0000;56,7000
zoom_blur;48,6000;1,3653;47,3000;49,4000;46,7000;50,3000;49,3000
snow;61,8800;2,6461;60,9000;60,1000;58,7000;63,6000;66,1000
frost;61,7400;0,7761;62,6000;61,2000;62,3000;62,1000;60,5000
fog;64,1800;1,5930;62,8000;62,3000;64,8000;64,2000;66,8000
brightness;64,1200;2,0624;64,7000;60,9000;65,4000;62,8000;66,8000
contrast;53,5000;1,3682;50,9000;53,8000;53,6000;54,4000;54,8000
elastic_transform;59,8000;1,1933;61,8000;58,8000;60,2000;58,4000;59,8000
pixelate;62,5200;1,5766;65,0000;60,2000;63,2000;61,9000;62,3000
jpeg_compression;64,9800;0,9683;66,3000;65,8000;63,6000;64,8000;64,4000
speckle_noise;51,7200;1,0980;52,2000;52,7000;49,6000;51,8000;52,3000
gaussian_blur;49,6200;1,7792;47,1000;50,6000;48,9000;49,1000;52,4000
spatter;58,7200;1,2023;58,2000;58,0000;60,5000;57,2000;59,7000
saturate;59,7200;0,9537;59,3000;61,6000;59,2000;59,5000;59,0000
blue_noise_sample;51,7000;2,4429;48,1000;49,9000;55,1000;52,5000;52,9000
brownish_noise;54,6000;1,1261;55,2000;53,5000;54,2000;56,5000;53,6000
caustic_refraction;37,8800;1,6485;36,4000;35,8000;38,1000;40,4000;38,7000
checkerboard_cutout;46,4800;2,1794;45,0000;50,4000;45,7000;47,1000;44,2000
cocentric_sine_waves;31,0600;2,1490;29,7000;29,4000;35,2000;31,1000;29,9000
inverse_sparkles;26,7600;1,0210;28,0000;27,6000;26,8000;25,1000;26,3000
perlin_noise;60,7400;1,1876;60,1000;59,0000;62,6000;60,9000;61,1000
plasma_noise;31,0600;1,0346;29,8000;30,0000;31,8000;32,5000;31,2000
single_frequency_greyscale;29,1600;1,3410;27,2000;30,8000;29,8000;30,0000;28,0000
sparkles;62,1600;1,6378;63,3000;60,6000;61,8000;64,7000;60,4000
Acc_C-all-19;56,2863;0,2914;56,3947;55,9789;56,0789;56,1789;56,8000
Acc_C-original-15;56,6440;0,3639;56,9800;56,0467;56,4867;56,6533;57,0533
Acc_C-bar-10;43,1600;0,7766;42,2800;42,7000;44,1100;44,0800;42,6300
Acc_all-ex-pixelwise-noise-24;51,5900;0,3540;51,2208;51,1375;52,0250;51,8875;51,6792
RMSCE_C;0,0973;0,0027;0,0953;0,0986;0,1018;0,0944;0,0964
Combined_Noise;65,1610;0,1038;65,3300;65,0100;65,1350;65,1950;65,1350
