;config_384_avg;config_384_std;config_384_run_0;config_384_run_1;config_384_run_2
Standard_Acc;70,4433;0,0980;70,3050;70,5200;70,5050
RMSCE;0,0147;0,0053;0,0089;0,0218;0,0136
gaussian_noise;52,9667;1,6418;55,2000;51,3000;52,4000
shot_noise;55,3667;0,6342;54,5000;56,0000;55,6000
impulse_noise;51,9333;1,4817;52,2000;53,6000;50,0000
defocus_blur;57,5667;1,8980;60,2000;55,8000;56,7000
glass_blur;33,7667;1,5456;34,6000;31,6000;35,1000
motion_blur;61,0000;0,1414;60,8000;61,1000;61,1000
zoom_blur;47,8000;1,7907;49,4000;48,7000;45,3000
snow;58,9667;0,6236;59,8000;58,8000;58,3000
frost;62,0000;1,0424;63,1000;60,6000;62,3000
fog;62,1000;1,7795;60,6000;61,1000;64,6000
brightness;62,6333;1,6819;62,4000;60,7000;64,8000
contrast;53,8667;0,6600;53,0000;54,0000;54,6000
elastic_transform;59,9333;2,1077;62,9000;58,7000;58,2000
pixelate;62,7667;2,2050;65,5000;60,1000;62,7000
jpeg_compression;63,9333;1,5965;66,1000;63,4000;62,3000
speckle_noise;50,0333;1,6499;48,2000;52,2000;49,7000
gaussian_blur;50,0667;1,9602;47,7000;50,0000;52,5000
spatter;58,3333;1,0209;58,3000;57,1000;59,6000
saturate;60,0000;0,5099;59,5000;60,7000;59,8000
blue_noise_sample;52,3000;1,0033;50,9000;52,8000;53,2000
brownish_noise;53,3333;0,6944;53,0000;54,3000;52,7000
caustic_refraction;37,9333;1,2365;39,0000;36,2000;38,6000
checkerboard_cutout;45,5667;1,1441;44,2000;47,0000;45,5000
cocentric_sine_waves;33,1333;1,8838;34,1000;30,5000;34,8000
inverse_sparkles;27,0667;0,4989;27,6000;27,2000;26,4000
perlin_noise;61,1333;1,6540;60,5000;59,5000;63,4000
plasma_noise;28,5000;0,2828;28,3000;28,9000;28,3000
single_frequency_greyscale;30,7667;0,9463;30,0000;30,2000;32,1000
sparkles;62,0333;1,3912;61,9000;60,4000;63,8000
Acc_C-all-19;56,0544;0,3981;56,5263;55,5526;56,0842
Acc_C-original-15;56,4400;0,6860;57,3533;55,7000;56,2667
Acc_C-bar-10;43,1767;0,5077;42,9500;42,7000;43,8800
Acc_all-ex-pixelwise-noise-24;51,4250;0,5188;51,7708;50,6917;51,8125
RMSCE_C;0,0915;0,0059;0,0852;0,0994;0,0899
Combined_Noise;64,4783;0,1310;64,3250;64,6450;64,4650
