;config_245_avg
Standard_Acc;72,5500
RMSCE;0,0222
gaussian_noise;29,7060
shot_noise;34,5180
impulse_noise;33,8360
defocus_blur;30,0860
glass_blur;27,3520
motion_blur;39,8580
zoom_blur;34,6660
snow;45,9360
frost;48,4900
fog;46,4720
brightness;56,4720
contrast;23,2800
elastic_transform;45,4100
pixelate;57,1700
jpeg_compression;52,5100
speckle_noise;27,0260
gaussian_blur;30,9800
spatter;49,8200
saturate;51,4800
blue_noise_sample;49,4720
brownish_noise;54,9880
caustic_refraction;36,2180
checkerboard_cutout;45,7180
cocentric_sine_waves;32,8460
inverse_sparkles;29,4920
perlin_noise;60,4880
plasma_noise;29,3220
single_frequency_greyscale;30,3340
sparkles;64,4220
Acc_C-all-19;40,2667
Acc_C-original-15;40,3841
Acc_C-bar-10;43,3300
Acc_all-ex-pixelwise-noise-24;42,6587
RMSCE_C;0,1319
Combined_Noise;56,2400
