;config_422_avg;config_422_std;config_422_run_0;config_422_run_1;config_422_run_2;config_422_run_3;config_422_run_4
Standard_Acc;70,2000;0,1322;70,2300;70,0500;70,0450;70,3050;70,3700
RMSCE;0,0181;0,0014;0,0186;0,0197;0,0190;0,0179;0,0155
gaussian_noise;52,4200;2,2842;56,0000;49,4000;53,2000;50,6000;52,9000
shot_noise;55,1800;0,7935;55,0000;56,7000;55,1000;54,5000;54,6000
impulse_noise;52,3800;0,9867;51,5000;53,3000;50,9000;53,0000;53,2000
defocus_blur;55,8400;0,7338;56,3000;55,4000;55,6000;54,9000;57,0000
glass_blur;33,7200;1,1409;35,6000;32,8000;33,5000;34,3000;32,4000
motion_blur;57,9200;1,4770;59,4000;58,2000;59,3000;57,3000;55,4000
zoom_blur;47,9600;1,0052;48,3000;48,0000;46,4000;47,6000;49,5000
snow;61,1400;2,4385;60,0000;59,9000;57,9000;63,4000;64,5000
frost;62,4000;1,0020;63,4000;60,8000;63,3000;62,8000;61,7000
fog;62,9600;1,9815;60,2000;61,0000;65,2000;64,0000;64,4000
brightness;63,3200;1,7803;63,3000;60,9000;64,2000;62,1000;66,1000
contrast;53,0800;1,5263;50,5000;52,3000;54,7000;54,3000;53,6000
elastic_transform;59,1000;2,4479;63,4000;57,6000;56,7000;57,6000;60,2000
pixelate;63,3200;1,7848;66,3000;60,7000;63,0000;63,5000;63,1000
jpeg_compression;64,2200;1,8400;65,4000;67,0000;61,6000;63,7000;63,4000
speckle_noise;50,4800;0,6274;50,9000;50,6000;50,1000;49,5000;51,3000
gaussian_blur;49,2800;1,2221;48,4000;50,8000;47,7000;50,6000;48,9000
spatter;58,5200;1,3703;59,3000;56,5000;60,6000;58,2000;58,0000
saturate;59,4800;1,7781;59,2000;62,8000;58,4000;59,4000;57,6000
blue_noise_sample;52,0200;2,1217;49,5000;51,8000;55,9000;51,0000;51,9000
brownish_noise;54,3200;0,4534;54,8000;54,6000;54,2000;54,5000;53,5000
caustic_refraction;38,5600;1,6082;38,7000;37,0000;40,0000;40,6000;36,5000
checkerboard_cutout;45,4200;1,7452;42,9000;48,2000;46,2000;44,9000;44,9000
cocentric_sine_waves;31,7800;1,2432;30,4000;31,0000;33,9000;32,4000;31,2000
inverse_sparkles;26,1200;0,8376;27,3000;26,2000;26,4000;24,7000;26,0000
perlin_noise;61,0400;0,8709;62,2000;60,4000;62,0000;60,2000;60,4000
plasma_noise;29,8800;1,4999;32,0000;28,6000;30,6000;30,4000;27,8000
single_frequency_greyscale;31,3600;1,6728;28,9000;31,7000;31,7000;34,0000;30,5000
sparkles;62,6200;1,7198;63,9000;62,3000;63,5000;64,0000;59,4000
Acc_C-all-19;55,9326;0,3444;56,4421;55,5105;55,6526;55,8579;56,2000
Acc_C-original-15;56,3307;0,5020;56,9733;55,6000;56,0400;56,2400;56,8000
Acc_C-bar-10;43,3120;0,7343;43,0600;43,1800;44,4400;43,6700;42,2100
Acc_all-ex-pixelwise-noise-24;51,3900;0,2774;51,6708;51,0292;51,5250;51,6417;51,0833
RMSCE_C;0,0919;0,0022;0,0926;0,0954;0,0923;0,0886;0,0908
Combined_Noise;64,3880;0,2786;64,7700;63,9550;64,3800;64,5800;64,2550
