;config_279_avg
Standard_Acc;72,0500
RMSCE;0,0200
gaussian_noise;33,1480
shot_noise;37,6860
impulse_noise;34,9200
defocus_blur;33,8540
glass_blur;28,1660
motion_blur;42,4340
zoom_blur;38,2420
snow;46,3720
frost;49,5840
fog;47,6600
brightness;58,1620
contrast;24,1680
elastic_transform;46,7180
pixelate;58,1400
jpeg_compression;53,7080
speckle_noise;30,2600
gaussian_blur;35,1640
spatter;49,8000
saturate;51,6960
blue_noise_sample;49,8180
brownish_noise;54,4780
caustic_refraction;36,3620
checkerboard_cutout;45,4920
cocentric_sine_waves;33,9760
inverse_sparkles;29,5120
perlin_noise;60,4600
plasma_noise;28,9340
single_frequency_greyscale;31,1800
sparkles;63,8960
Acc_C-all-19;42,0991
Acc_C-original-15;42,1975
Acc_C-bar-10;43,4108
Acc_all-ex-pixelwise-noise-24;43,6732
RMSCE_C;0,1209
Combined_Noise;55,8200
