;config_164_avg
Standard_Acc;62,8300
RMSCE;0,0792
gaussian_noise;33,6120
shot_noise;35,4860
impulse_noise;33,1920
defocus_blur;23,5320
glass_blur;22,8320
motion_blur;29,9480
zoom_blur;26,8040
snow;32,8600
frost;36,5060
fog;31,3180
brightness;41,5480
contrast;14,7260
elastic_transform;35,4700
pixelate;45,6180
jpeg_compression;41,5000
speckle_noise;30,6360
gaussian_blur;24,6720
spatter;34,8680
saturate;36,7700
blue_noise_sample;39,0940
brownish_noise;43,2200
caustic_refraction;26,9180
checkerboard_cutout;37,0860
cocentric_sine_waves;26,5800
inverse_sparkles;25,8300
perlin_noise;47,2480
plasma_noise;22,4740
single_frequency_greyscale;21,4780
sparkles;53,6720
Acc_C-all-19;32,2052
Acc_C-original-15;32,3301
Acc_C-bar-10;34,3600
Acc_all-ex-pixelwise-noise-24;32,6449
RMSCE_C;0,2274
Combined_Noise;54,4700
