;config_410_avg;config_410_std;config_410_run_0;config_410_run_1;config_410_run_2;config_410_run_3;config_410_run_4
Standard_Acc;71,1400;0,3562;71,0350;71,0250;70,7650;71,0550;71,8200
RMSCE;0,0166;0,0025;0,0171;0,0193;0,0175;0,0172;0,0119
gaussian_noise;51,8200;2,3617;55,5000;49,9000;50,5000;49,5000;53,7000
shot_noise;54,6800;1,4607;54,6000;57,3000;52,8000;54,5000;54,2000
impulse_noise;52,6800;2,2877;51,1000;54,9000;49,4000;52,5000;55,5000
defocus_blur;55,6000;0,8532;57,3000;55,1000;55,2000;55,1000;55,3000
glass_blur;33,7600;2,0510;35,7000;33,9000;36,3000;31,7000;31,2000
motion_blur;57,7800;1,4162;56,7000;59,7000;58,9000;57,8000;55,8000
zoom_blur;47,8800;1,5197;48,5000;48,8000;45,0000;47,8000;49,3000
snow;60,7200;1,9364;61,0000;59,6000;57,7000;62,0000;63,3000
frost;61,3000;0,8319;62,6000;60,5000;61,5000;61,6000;60,3000
fog;63,4200;1,3905;62,4000;61,5000;63,5000;64,2000;65,5000
brightness;63,9000;2,5534;65,4000;60,2000;65,8000;61,5000;66,6000
contrast;54,1600;1,8704;51,0000;53,6000;54,1000;55,9000;56,2000
elastic_transform;59,4800;2,7974;63,4000;57,9000;56,9000;56,9000;62,3000
pixelate;62,5000;1,8022;65,4000;59,8000;63,0000;62,3000;62,0000
jpeg_compression;64,0000;0,9487;65,4000;64,5000;63,1000;62,8000;64,2000
speckle_noise;51,0600;1,7984;52,1000;53,4000;49,8000;48,3000;51,7000
gaussian_blur;50,0400;2,2357;47,6000;52,0000;47,2000;50,8000;52,6000
spatter;58,6800;1,5549;59,9000;56,5000;58,3000;57,8000;60,9000
saturate;59,7200;1,3482;58,8000;62,3000;59,5000;58,5000;59,5000
blue_noise_sample;51,7200;2,5459;50,3000;47,9000;53,8000;51,5000;55,1000
brownish_noise;54,5400;0,8616;56,1000;54,8000;53,8000;54,2000;53,8000
caustic_refraction;38,2400;0,8616;39,3000;36,7000;38,2000;38,7000;38,3000
checkerboard_cutout;45,1000;1,4697;43,3000;47,5000;45,7000;45,1000;43,9000
cocentric_sine_waves;31,2400;1,6716;34,0000;31,1000;32,0000;29,4000;29,7000
inverse_sparkles;26,3600;1,8896;27,5000;27,5000;27,2000;22,6000;27,0000
perlin_noise;60,6000;1,2586;61,6000;58,2000;61,0000;60,6000;61,6000
plasma_noise;30,2200;1,4662;32,4000;29,2000;30,7000;30,7000;28,1000
single_frequency_greyscale;29,9200;1,2671;29,4000;31,9000;29,4000;30,7000;28,2000
sparkles;63,4000;1,0826;64,8000;61,8000;63,1000;64,4000;62,9000
Acc_C-all-19;55,9568;0,6520;56,5474;55,8632;55,1842;55,3421;56,8474
Acc_C-original-15;56,2453;0,6587;57,0667;55,8133;55,5800;55,7400;57,0267
Acc_C-bar-10;43,1340;0,4662;43,8700;42,6600;43,4900;42,7900;42,8600
Acc_all-ex-pixelwise-noise-24;51,3567;0,4187;52,0625;51,0250;51,1292;50,9625;51,6042
RMSCE_C;0,0940;0,0031;0,0971;0,0937;0,0883;0,0965;0,0945
Combined_Noise;65,0270;0,2795;65,5400;65,0150;64,9050;64,6950;64,9800
