;config_235_avg
Standard_Acc;73,2900
RMSCE;0,0227
gaussian_noise;30,4380
shot_noise;35,6200
impulse_noise;34,4280
defocus_blur;28,6040
glass_blur;26,1440
motion_blur;39,1640
zoom_blur;33,3520
snow;45,0400
frost;48,2680
fog;45,4720
brightness;57,1760
contrast;21,2040
elastic_transform;44,9760
pixelate;58,3620
jpeg_compression;52,2860
speckle_noise;28,5780
gaussian_blur;30,0220
spatter;49,6460
saturate;51,4240
blue_noise_sample;51,9460
brownish_noise;55,5840
caustic_refraction;35,3940
checkerboard_cutout;46,7460
cocentric_sine_waves;31,3140
inverse_sparkles;29,6600
perlin_noise;59,4720
plasma_noise;28,7740
single_frequency_greyscale;27,8340
sparkles;65,0500
Acc_C-all-19;40,0107
Acc_C-original-15;40,0356
Acc_C-bar-10;43,1774
Acc_all-ex-pixelwise-noise-24;42,1237
RMSCE_C;0,1446
Combined_Noise;56,4400
