;config_449_avg;config_449_std;config_449_run_0;config_449_run_1;config_449_run_2;config_449_run_3;config_449_run_4
Standard_Acc;69,5450;0,2833;69,5500;69,4300;69,1900;69,5000;70,0550
RMSCE;0,0399;0,0032;0,0419;0,0365;0,0434;0,0421;0,0357
gaussian_noise;47,7000;2,4666;51,9000;46,8000;45,0000;45,9000;48,9000
shot_noise;51,3000;1,9339;54,1000;50,9000;48,7000;50,0000;52,8000
impulse_noise;47,9200;2,2640;50,4000;47,9000;43,8000;48,0000;49,5000
defocus_blur;52,2600;1,4094;50,7000;51,4000;53,7000;51,3000;54,2000
glass_blur;33,6000;2,0900;34,5000;30,7000;37,0000;33,1000;32,7000
motion_blur;56,1800;1,1285;57,1000;57,1000;55,9000;54,1000;56,7000
zoom_blur;49,5000;1,1082;49,2000;49,5000;47,6000;50,5000;50,7000
snow;59,0000;3,0120;59,0000;54,2000;57,8000;60,8000;63,2000
frost;60,2400;1,2468;61,6000;58,6000;61,3000;60,8000;58,9000
fog;61,7800;1,1479;60,7000;60,5000;62,0000;62,0000;63,7000
brightness;63,4000;1,6553;62,4000;62,5000;64,3000;61,6000;66,2000
contrast;51,1000;1,9769;47,3000;51,3000;52,6000;51,6000;52,7000
elastic_transform;59,4800;1,1016;60,9000;59,0000;58,4000;58,4000;60,7000
pixelate;61,7400;1,0404;63,5000;60,8000;61,7000;62,1000;60,6000
jpeg_compression;62,5600;2,2132;65,8000;62,1000;58,9000;63,0000;63,0000
speckle_noise;48,6600;2,5113;49,7000;49,1000;44,9000;47,2000;52,4000
gaussian_blur;47,1600;2,2633;43,4000;47,7000;46,0000;49,7000;49,0000
spatter;57,2000;1,6248;57,6000;54,2000;58,8000;57,0000;58,4000
saturate;58,2200;0,8565;57,9000;59,7000;57,3000;57,6000;58,6000
blue_noise_sample;48,7600;1,9976;45,0000;48,6000;50,4000;50,4000;49,4000
brownish_noise;53,6600;1,2831;52,4000;52,4000;53,1000;55,2000;55,2000
caustic_refraction;35,1000;1,5862;35,0000;32,4000;34,7000;36,7000;36,7000
checkerboard_cutout;44,8600;1,7025;42,1000;47,0000;45,9000;45,4000;43,9000
cocentric_sine_waves;29,4400;2,0136;29,7000;25,9000;32,1000;30,2000;29,3000
inverse_sparkles;27,4400;2,0392;31,1000;25,6000;26,7000;25,7000;28,1000
perlin_noise;57,8800;1,6042;57,2000;55,2000;59,9000;58,9000;58,2000
plasma_noise;31,1400;1,0929;30,9000;29,5000;32,4000;32,3000;30,6000
single_frequency_greyscale;26,7800;0,5913;27,0000;27,7000;26,9000;26,3000;26,0000
sparkles;61,3000;1,5697;61,9000;58,3000;62,7000;62,3000;61,3000
Acc_C-all-19;54,1579;0,7690;54,6158;53,3684;53,4579;53,9316;55,4158
Acc_C-original-15;54,5173;0,8004;55,2733;53,5533;53,9133;54,2133;55,6333
Acc_C-bar-10;41,6360;0,8150;41,2300;40,2600;42,4800;42,3400;41,8700
Acc_all-ex-pixelwise-noise-24;50,0425;0,6340;49,9542;48,8875;50,3208;50,2750;50,7750
RMSCE_C;0,1216;0,0033;0,1221;0,1247;0,1258;0,1184;0,1172
Combined_Noise;63,7950;0,3749;64,3000;63,5250;63,5300;63,4200;64,2000
