;config_419_avg;config_419_std;config_419_run_0;config_419_run_1;config_419_run_2;config_419_run_3;config_419_run_4
Standard_Acc;70,7160;0,2129;70,4500;70,5650;70,6350;70,9300;71,0000
RMSCE;0,0182;0,0022;0,0210;0,0158;0,0206;0,0162;0,0175
gaussian_noise;52,9000;2,2830;56,9000;50,3000;52,4000;51,3000;53,6000
shot_noise;55,2400;1,5357;55,9000;57,7000;53,3000;54,0000;55,3000
impulse_noise;52,6000;0,9633;53,5000;52,9000;50,8000;52,5000;53,3000
defocus_blur;56,3400;1,2878;57,3000;53,8000;57,1000;56,7000;56,8000
glass_blur;34,1000;0,9818;35,7000;33,1000;33,8000;34,7000;33,2000
motion_blur;58,5000;1,9110;59,3000;58,2000;58,5000;61,2000;55,3000
zoom_blur;48,6600;1,7783;47,3000;51,7000;46,6000;48,4000;49,3000
snow;60,7200;1,9874;59,6000;59,3000;58,7000;62,0000;64,0000
frost;62,1200;0,9108;62,0000;61,1000;62,6000;63,6000;61,3000
fog;63,2000;1,5710;61,9000;60,9000;64,6000;63,6000;65,0000
brightness;64,1800;1,5315;63,6000;62,6000;65,8000;62,7000;66,2000
contrast;53,9200;1,5740;52,9000;53,0000;52,4000;54,6000;56,7000
elastic_transform;60,2400;1,2339;61,9000;59,9000;58,6000;59,4000;61,4000
pixelate;62,0200;2,1940;64,8000;58,6000;63,1000;63,1000;60,5000
jpeg_compression;63,8000;1,1189;64,8000;63,6000;61,8000;63,9000;64,9000
speckle_noise;51,0600;1,8650;51,8000;52,3000;47,4000;51,4000;52,4000
gaussian_blur;49,3200;1,6522;46,9000;49,3000;48,5000;51,9000;50,0000
spatter;59,1200;1,1652;60,8000;57,2000;58,9000;59,1000;59,6000
saturate;59,9200;1,0186;60,0000;61,7000;59,9000;59,4000;58,6000
blue_noise_sample;53,1000;1,4227;51,4000;53,8000;55,4000;51,9000;53,0000
brownish_noise;54,8600;0,9091;53,7000;55,0000;55,2000;56,3000;54,1000
caustic_refraction;38,1600;1,4431;36,0000;38,2000;38,4000;40,5000;37,7000
checkerboard_cutout;45,2800;1,2448;44,4000;46,3000;47,2000;44,0000;44,5000
cocentric_sine_waves;32,2600;1,0984;32,6000;31,4000;34,2000;32,0000;31,1000
inverse_sparkles;26,7800;1,5381;28,1000;26,9000;27,5000;23,8000;27,6000
perlin_noise;61,3800;1,0147;60,9000;60,9000;63,4000;61,0000;60,7000
plasma_noise;30,2200;2,1451;29,0000;30,6000;30,6000;33,7000;27,2000
single_frequency_greyscale;29,7600;1,5305;28,2000;31,4000;27,8000;31,4000;30,0000
sparkles;62,7400;1,3245;62,7000;61,0000;62,5000;65,1000;62,4000
Acc_C-all-19;56,2084;0,5203;56,6789;55,6421;55,5158;56,5000;56,7053
Acc_C-original-15;56,5693;0,5720;57,1600;55,7800;56,0067;56,7800;57,1200
Acc_C-bar-10;43,4540;0,6033;42,7000;43,5500;44,2200;43,9700;42,8300
Acc_all-ex-pixelwise-noise-24;51,5667;0,3547;51,4333;51,0708;51,5708;52,1708;51,5875
RMSCE_C;0,0914;0,0022;0,0944;0,0923;0,0910;0,0877;0,0914
Combined_Noise;64,6240;0,2537;64,5650;64,3200;64,4100;64,9950;64,8300
