;config_128_avg;config_128_std;config_128_run_0;config_128_run_1;config_128_run_2;config_128_run_3;config_128_run_4
Standard_Acc;59,5160;0,2301;59,6550;59,6450;59,0600;59,5700;59,6500
RMSCE;0,0656;0,0072;0,0647;0,0527;0,0719;0,0663;0,0726
gaussian_noise;35,7200;1,6080;37,7000;33,1000;36,9000;36,0000;34,9000
shot_noise;38,7600;1,9127;35,5000;38,8000;38,4000;39,8000;41,3000
impulse_noise;33,3200;0,9432;34,5000;32,9000;32,3000;34,4000;32,5000
defocus_blur;38,3800;2,1619;38,0000;36,0000;40,3000;36,2000;41,4000
glass_blur;29,5400;0,6711;29,0000;29,5000;30,6000;29,9000;28,7000
motion_blur;47,0200;2,2311;48,7000;45,4000;50,6000;45,2000;45,2000
zoom_blur;37,4400;0,7579;37,1000;37,3000;36,3000;38,5000;38,0000
snow;49,8800;1,2734;50,2000;48,5000;48,8000;49,8000;52,1000
frost;51,8200;1,6314;50,9000;51,1000;52,4000;54,7000;50,0000
fog;49,6000;0,8438;49,6000;49,3000;48,5000;49,5000;51,1000
brightness;50,6200;1,4246;50,7000;48,8000;49,8000;50,7000;53,1000
contrast;30,8600;0,8913;29,2000;31,4000;31,7000;30,7000;31,3000
elastic_transform;49,3400;1,2371;50,9000;48,4000;47,7000;49,1000;50,6000
pixelate;54,0200;0,9600;55,4000;52,8000;54,6000;54,2000;53,1000
jpeg_compression;54,2200;1,9146;55,2000;56,6000;50,8000;54,3000;54,2000
speckle_noise;32,4000;1,5440;32,1000;33,1000;31,1000;30,7000;35,0000
gaussian_blur;31,0800;1,1444;30,0000;30,6000;30,3000;31,3000;33,2000
spatter;47,8400;1,8683;48,2000;44,8000;49,9000;49,5000;46,8000
saturate;46,1600;1,7704;44,8000;49,1000;45,1000;47,3000;44,5000
blue_noise_sample;36,5000;1,6553;33,5000;36,9000;38,3000;36,2000;37,6000
brownish_noise;42,6200;1,6216;40,0000;43,2000;41,7000;43,5000;44,7000
caustic_refraction;30,9800;1,5497;30,0000;28,6000;31,2000;33,0000;32,1000
checkerboard_cutout;33,1200;2,0114;29,5000;35,6000;32,9000;33,8000;33,8000
cocentric_sine_waves;31,4800;1,6916;31,8000;29,1000;33,8000;32,6000;30,1000
inverse_sparkles;24,0200;1,2040;25,4000;24,6000;23,6000;21,9000;24,6000
perlin_noise;50,4600;1,6463;50,6000;47,4000;51,8000;50,5000;52,0000
plasma_noise;20,0000;1,2377;18,1000;20,4000;20,6000;21,7000;19,2000
single_frequency_greyscale;30,2000;0,4980;30,7000;29,9000;30,7000;29,4000;30,3000
sparkles;50,0600;1,2027;48,6000;49,0000;52,0000;50,2000;50,5000
Acc_C-all-19;42,5274;0,3406;42,5105;41,9737;42,4263;42,7263;43,0000
Acc_C-original-15;43,3693;0,3918;43,5067;42,6600;43,3133;43,5333;43,8333
Acc_C-bar-10;34,9440;0,6945;33,8200;34,4700;35,6600;35,2800;35,4900
Acc_all-ex-pixelwise-noise-24;40,8650;0,3781;40,5250;40,3083;41,0708;41,1458;41,2750
RMSCE_C;0,1600;0,0032;0,1619;0,1560;0,1616;0,1565;0,1639
Combined_Noise;49,2060;0,4360;49,1600;49,3300;48,9150;49,9550;48,6700
