;config_154_avg;config_154_std;config_154_run_0;config_154_run_1;config_154_run_2;config_154_run_3;config_154_run_4
Standard_Acc;72,4190;0,2102;72,0450;72,5550;72,4900;72,3550;72,6500
RMSCE;0,0241;0,0038;0,0214;0,0190;0,0303;0,0245;0,0255
gaussian_noise;30,8000;2,0669;29,4000;33,9000;28,1000;30,3000;32,3000
shot_noise;35,0200;1,8454;34,8000;37,9000;34,5000;35,7000;32,2000
impulse_noise;22,8400;1,8768;21,6000;25,9000;20,3000;23,2000;23,2000
defocus_blur;40,2400;1,3705;38,5000;39,4000;42,5000;40,9000;39,9000
glass_blur;22,5600;1,4732;20,0000;24,5000;22,3000;23,2000;22,8000
motion_blur;49,6800;1,8181;51,1000;50,6000;51,7000;47,7000;47,3000
zoom_blur;36,8400;0,4964;36,9000;37,7000;36,3000;36,9000;36,4000
snow;57,3000;2,5636;57,0000;56,9000;53,0000;58,9000;60,7000
frost;60,0000;1,6062;63,0000;58,4000;60,2000;59,1000;59,3000
fog;59,6600;0,8523;59,0000;58,6000;60,5000;59,4000;60,8000
brightness;59,0000;1,2198;57,5000;57,9000;60,5000;58,8000;60,3000
contrast;33,1400;0,4673;32,9000;32,7000;33,6000;32,7000;33,8000
elastic_transform;54,1200;0,8495;55,3000;53,9000;54,2000;52,7000;54,5000
pixelate;61,6400;0,7658;62,8000;60,5000;61,9000;61,2000;61,8000
jpeg_compression;64,9200;1,9994;66,8000;66,3000;61,2000;65,7000;64,6000
speckle_noise;27,6400;1,8927;25,8000;31,1000;26,9000;28,1000;26,3000
gaussian_blur;28,4000;1,2410;26,6000;28,7000;30,4000;27,8000;28,5000
spatter;58,6600;1,0500;57,2000;59,0000;59,4000;57,7000;60,0000
saturate;55,0200;1,5740;54,7000;57,8000;55,5000;53,5000;53,6000
blue_noise_sample;45,4200;2,2112;42,5000;44,6000;46,6000;44,4000;49,0000
brownish_noise;51,9400;1,7304;49,6000;54,9000;51,1000;52,0000;52,1000
caustic_refraction;37,3200;1,1161;38,3000;36,6000;39,0000;36,5000;36,2000
checkerboard_cutout;39,1800;0,5344;39,0000;39,7000;39,9000;38,8000;38,5000
cocentric_sine_waves;31,6000;1,0431;32,1000;29,7000;32,3000;31,3000;32,6000
inverse_sparkles;27,1200;0,6337;27,7000;26,0000;27,7000;26,9000;27,3000
perlin_noise;60,2800;1,9041;59,6000;57,6000;63,0000;59,4000;61,8000
plasma_noise;19,2600;1,0442;17,8000;19,9000;20,1000;20,3000;18,2000
single_frequency_greyscale;27,0800;1,0870;27,9000;26,5000;26,2000;26,0000;28,8000
sparkles;64,2600;1,1741;65,4000;64,3000;63,8000;65,5000;62,3000
Acc_C-all-19;45,1305;0,3953;44,7842;45,8789;44,8947;44,9211;45,1737
Acc_C-original-15;45,8507;0,3128;45,7733;46,3400;45,3867;45,7600;45,9933
Acc_C-bar-10;40,3460;0,4043;39,9900;39,9800;40,9700;40,1100;40,6800
Acc_all-ex-pixelwise-noise-24;45,8008;0,1918;45,6958;45,7542;46,0958;45,5375;45,9208
RMSCE_C;0,1444;0,0054;0,1393;0,1368;0,1493;0,1498;0,1471
Combined_Noise;54,5140;0,6903;54,0150;55,1450;53,6150;55,4600;54,3350
