;config_407_avg;config_407_std;config_407_run_0;config_407_run_1;config_407_run_2;config_407_run_3;config_407_run_4
Standard_Acc;71,5300;0,1397;71,4800;71,4400;71,6900;71,6950;71,3450
RMSCE;0,0186;0,0015;0,0186;0,0167;0,0195;0,0176;0,0209
gaussian_noise;50,5600;1,6978;53,7000;48,6000;50,2000;49,8000;50,5000
shot_noise;53,5200;0,5913;53,0000;53,4000;52,8000;54,1000;54,3000
impulse_noise;51,3000;1,8569;51,8000;53,4000;48,0000;50,8000;52,5000
defocus_blur;54,7400;1,6268;56,5000;55,3000;54,7000;55,5000;51,7000
glass_blur;32,3200;0,7574;33,1000;31,0000;32,9000;32,6000;32,0000
motion_blur;56,6800;1,0572;56,8000;57,4000;58,0000;56,3000;54,9000
zoom_blur;48,1000;0,9940;47,8000;47,7000;46,6000;49,1000;49,3000
snow;61,5800;2,9728;60,6000;59,5000;57,9000;66,1000;63,8000
frost;61,9200;1,0284;62,7000;61,2000;62,3000;63,1000;60,3000
fog;63,3600;1,1741;63,0000;61,6000;64,4000;62,9000;64,9000
brightness;64,1800;1,5816;63,7000;63,8000;65,4000;61,7000;66,3000
contrast;53,5800;1,5600;50,8000;53,4000;53,8000;55,5000;54,4000
elastic_transform;59,2200;2,1591;62,8000;59,3000;57,6000;56,5000;59,9000
pixelate;61,6400;2,2312;64,3000;58,3000;63,6000;62,0000;60,0000
jpeg_compression;64,8800;1,3556;66,6000;65,0000;62,5000;65,6000;64,7000
speckle_noise;51,0000;1,7436;48,4000;52,6000;50,8000;50,0000;53,2000
gaussian_blur;46,6200;2,8923;46,8000;50,9000;42,3000;48,1000;45,0000
spatter;59,5800;1,5039;60,2000;56,6000;60,1000;60,7000;60,3000
saturate;60,0800;1,2303;60,5000;62,1000;60,2000;58,9000;58,7000
blue_noise_sample;53,2400;1,0781;52,5000;52,4000;55,0000;52,3000;54,0000
brownish_noise;55,3400;0,8405;55,6000;54,4000;56,1000;56,3000;54,3000
caustic_refraction;38,1600;1,2419;38,5000;37,5000;38,7000;39,9000;36,2000
checkerboard_cutout;46,4000;1,1419;45,1000;48,5000;46,5000;45,9000;46,0000
cocentric_sine_waves;31,4000;0,9402;30,9000;31,4000;32,8000;31,9000;30,0000
inverse_sparkles;27,3000;1,5837;28,2000;28,5000;27,5000;24,2000;28,1000
perlin_noise;61,0000;1,3828;61,8000;59,7000;63,3000;59,7000;60,5000
plasma_noise;30,0600;2,0165;28,9000;26,9000;31,8000;32,5000;30,2000
single_frequency_greyscale;30,2200;1,3877;29,7000;32,2000;28,7000;31,5000;29,0000
sparkles;63,2600;1,2208;63,3000;62,1000;64,8000;64,4000;61,7000
Acc_C-all-19;55,5189;0,3498;55,9526;55,3211;54,9526;55,7526;55,6158
Acc_C-original-15;55,8387;0,4571;56,4800;55,2600;55,3800;56,1067;55,9667
Acc_C-bar-10;43,6380;0,5190;43,4500;43,3600;44,5200;43,8600;43,0000
Acc_all-ex-pixelwise-noise-24;51,3175;0,3076;51,5917;51,0125;51,3542;51,7042;50,9250
RMSCE_C;0,0971;0,0020;0,0963;0,0957;0,0990;0,0948;0,0999
Combined_Noise;65,2540;0,0955;65,3150;65,1100;65,1700;65,3450;65,3300
