;config_130_avg;config_130_std;config_130_run_0;config_130_run_1;config_130_run_2;config_130_run_3;config_130_run_4
Standard_Acc;59,9230;0,2153;59,8900;59,6350;60,1650;59,7550;60,1700
RMSCE;0,0623;0,0091;0,0746;0,0576;0,0715;0,0569;0,0511
gaussian_noise;36,0000;2,3358;40,2000;35,5000;33,5000;34,3000;36,5000
shot_noise;37,8800;0,7494;37,1000;38,5000;37,9000;37,0000;38,9000
impulse_noise;33,8200;2,1995;33,5000;30,9000;32,8000;37,6000;34,3000
defocus_blur;35,9200;0,7985;34,7000;36,8000;35,7000;35,6000;36,8000
glass_blur;28,0000;1,3431;26,9000;26,8000;30,4000;28,5000;27,4000
motion_blur;46,8200;0,7547;46,6000;46,7000;47,8000;47,4000;45,6000
zoom_blur;36,1000;1,4832;35,2000;37,3000;34,6000;38,4000;35,0000
snow;49,6000;1,7170;49,0000;46,7000;49,7000;51,6000;51,0000
frost;51,6600;1,1360;51,8000;50,7000;53,2000;52,5000;50,1000
fog;47,0200;1,8126;49,2000;43,9000;47,2000;46,5000;48,3000
brightness;50,2400;1,9551;49,5000;48,5000;48,8000;50,5000;53,9000
contrast;28,4800;1,6987;25,1000;29,6000;29,4000;29,2000;29,1000
elastic_transform;49,1600;1,9643;51,7000;50,2000;46,9000;46,8000;50,2000
pixelate;54,0200;2,3267;58,3000;51,8000;54,2000;53,7000;52,1000
jpeg_compression;54,3000;0,5621;54,1000;55,1000;53,6000;53,9000;54,8000
speckle_noise;32,1600;2,0314;33,5000;34,3000;29,5000;29,9000;33,6000
gaussian_blur;28,5000;1,2280;27,7000;28,8000;30,1000;29,3000;26,6000
spatter;47,5800;1,1338;47,1000;45,7000;48,0000;49,1000;48,0000
saturate;45,7000;2,0386;44,3000;49,1000;43,1000;46,4000;45,6000
blue_noise_sample;36,3000;1,8396;34,0000;37,5000;39,0000;36,4000;34,6000
brownish_noise;40,9200;1,3877;39,2000;41,9000;39,4000;42,7000;41,4000
caustic_refraction;29,6800;0,9261;28,7000;29,1000;31,4000;29,7000;29,5000
checkerboard_cutout;33,3800;0,7600;32,4000;34,1000;33,2000;34,4000;32,8000
cocentric_sine_waves;31,0000;2,2786;31,7000;30,1000;35,1000;28,7000;29,4000
inverse_sparkles;24,4000;1,2791;25,4000;24,9000;24,6000;21,9000;25,2000
perlin_noise;51,0400;0,9851;51,0000;49,5000;52,4000;50,6000;51,7000
plasma_noise;20,3000;1,6673;20,5000;17,8000;19,1000;21,9000;22,2000
single_frequency_greyscale;27,3800;0,8424;28,4000;26,9000;27,7000;27,9000;26,0000
sparkles;50,2600;1,3440;50,6000;48,9000;51,0000;52,2000;48,6000
Acc_C-all-19;41,7347;0,2756;41,8684;41,4158;41,3895;42,0105;41,9895
Acc_C-original-15;42,6013;0,3903;42,8600;41,9333;42,3800;42,9000;42,9333
Acc_C-bar-10;34,4660;0,4579;34,1900;34,0700;35,2900;34,6400;34,1400
Acc_all-ex-pixelwise-noise-24;40,0608;0,2678;39,9625;39,6208;40,2750;40,3917;40,0542
RMSCE_C;0,1660;0,0094;0,1752;0,1641;0,1785;0,1571;0,1552
Combined_Noise;50,5890;0,5392;51,0200;50,5450;50,5600;51,1850;49,6350
