;config_182_avg
Standard_Acc;73,9600
RMSCE;0,0382
gaussian_noise;27,0180
shot_noise;32,9480
impulse_noise;32,3440
defocus_blur;26,5680
glass_blur;22,2080
motion_blur;35,2720
zoom_blur;30,6900
snow;40,5540
frost;44,0180
fog;42,9220
brightness;56,4760
contrast;18,8940
elastic_transform;41,9100
pixelate;53,0680
jpeg_compression;50,3200
speckle_noise;27,0520
gaussian_blur;27,8260
spatter;48,9560
saturate;49,8560
blue_noise_sample;46,7860
brownish_noise;55,5140
caustic_refraction;32,5320
checkerboard_cutout;46,2560
cocentric_sine_waves;26,3320
inverse_sparkles;29,9240
perlin_noise;56,5640
plasma_noise;29,5780
single_frequency_greyscale;24,7220
sparkles;65,3000
Acc_C-all-19;37,3105
Acc_C-original-15;37,0140
Acc_C-bar-10;41,3508
Acc_all-ex-pixelwise-noise-24;39,8442
RMSCE_C;0,1980
Combined_Noise;48,0200
