;config_184_avg
Standard_Acc;73,3400
RMSCE;0,0354
gaussian_noise;29,4000
shot_noise;34,8680
impulse_noise;31,5140
defocus_blur;27,5960
glass_blur;23,2980
motion_blur;38,5040
zoom_blur;32,8200
snow;41,8040
frost;46,5940
fog;44,5860
brightness;57,0240
contrast;19,5320
elastic_transform;44,0720
pixelate;56,0140
jpeg_compression;51,5840
speckle_noise;28,4840
gaussian_blur;28,9620
spatter;49,0260
saturate;50,5240
blue_noise_sample;48,5660
brownish_noise;54,4140
caustic_refraction;32,9020
checkerboard_cutout;45,6200
cocentric_sine_waves;29,4600
inverse_sparkles;29,7820
perlin_noise;58,3260
plasma_noise;27,8260
single_frequency_greyscale;26,3240
sparkles;64,8980
Acc_C-all-19;38,7477
Acc_C-original-15;38,6140
Acc_C-bar-10;41,8118
Acc_all-ex-pixelwise-noise-24;40,8955
RMSCE_C;0,1750
Combined_Noise;53,9700
