;config_496_avg
Standard_Acc;73,1900
RMSCE;0,2739
gaussian_noise;29,0960
shot_noise;35,0540
impulse_noise;31,3960
defocus_blur;38,4640
glass_blur;34,4560
motion_blur;49,5080
zoom_blur;45,6020
snow;48,1040
frost;50,7700
fog;52,7580
brightness;60,5860
contrast;38,7380
elastic_transform;55,7380
pixelate;57,0080
jpeg_compression;58,0200
speckle_noise;26,9440
gaussian_blur;40,0660
spatter;51,3460
saturate;55,4760
blue_noise_sample;54,1480
brownish_noise;55,6320
caustic_refraction;37,0300
checkerboard_cutout;47,9200
cocentric_sine_waves;31,4340
inverse_sparkles;29,5820
perlin_noise;59,3620
plasma_noise;31,1960
single_frequency_greyscale;26,7840
sparkles;65,1580
Acc_C-all-19;45,2174
Acc_C-original-15;45,6865
Acc_C-bar-10;43,8246
Acc_all-ex-pixelwise-noise-24;46,6974
RMSCE_C;0,1733
Combined_Noise;66,0600
