;config_389_avg;config_389_std;config_389_run_0;config_389_run_1;config_389_run_2;config_389_run_3;config_389_run_4
Standard_Acc;71,8640;0,1940;71,7450;71,5600;71,9150;71,9800;72,1200
RMSCE;0,0275;0,0045;0,0334;0,0270;0,0301;0,0197;0,0272
gaussian_noise;50,3600;0,8357;50,8000;49,7000;49,6000;49,9000;51,8000
shot_noise;53,5200;0,8134;53,6000;54,9000;52,8000;52,6000;53,7000
impulse_noise;50,9200;1,5992;51,0000;52,4000;47,9000;51,2000;52,1000
defocus_blur;54,2800;1,5484;52,1000;52,7000;55,6000;55,6000;55,4000
glass_blur;32,5400;1,2971;31,7000;32,7000;31,8000;35,0000;31,5000
motion_blur;56,2200;1,6582;54,5000;57,3000;58,2000;57,1000;54,0000
zoom_blur;49,4800;2,1903;47,8000;50,5000;46,7000;53,0000;49,4000
snow;61,0200;2,9566;59,9000;57,8000;58,6000;63,1000;65,7000
frost;61,9200;1,1232;62,2000;60,5000;63,8000;62,0000;61,1000
fog;63,9200;1,6618;60,9000;63,7000;64,3000;64,9000;65,8000
brightness;64,0400;1,8260;63,5000;61,3000;66,4000;63,3000;65,7000
contrast;53,0200;1,2921;50,7000;53,6000;52,7000;54,5000;53,6000
elastic_transform;60,2800;1,4469;62,6000;59,2000;58,5000;60,0000;61,1000
pixelate;62,2400;1,3937;63,9000;59,9000;63,4000;62,1000;61,9000
jpeg_compression;65,0000;2,3622;67,5000;64,2000;60,8000;65,9000;66,6000
speckle_noise;50,6200;2,0004;49,0000;53,0000;48,6000;49,4000;53,1000
gaussian_blur;48,1200;2,3811;46,2000;48,7000;44,6000;50,3000;50,8000
spatter;60,1200;1,4999;61,0000;57,4000;61,2000;59,6000;61,4000
saturate;59,9200;1,7882;57,9000;63,2000;59,4000;59,0000;60,1000
blue_noise_sample;52,7000;2,5020;49,5000;51,1000;56,8000;52,2000;53,9000
brownish_noise;54,7000;1,2231;54,4000;52,7000;56,4000;55,4000;54,6000
caustic_refraction;37,2600;1,9294;37,4000;34,5000;36,3000;40,4000;37,7000
checkerboard_cutout;46,9400;1,0632;45,5000;48,4000;47,8000;46,1000;46,9000
cocentric_sine_waves;29,7200;1,3090;28,3000;30,1000;28,1000;31,4000;30,7000
inverse_sparkles;26,8600;1,3124;28,9000;26,7000;25,6000;25,4000;27,7000
perlin_noise;61,0000;0,3098;60,7000;60,9000;60,7000;61,5000;61,2000
plasma_noise;31,1800;2,3473;29,9000;27,7000;31,9000;34,8000;31,6000
single_frequency_greyscale;27,5800;1,7475;25,3000;28,4000;25,8000;29,9000;28,5000
sparkles;63,4800;1,2734;64,7000;61,8000;63,0000;65,2000;62,7000
Acc_C-all-19;55,6600;0,6301;55,0947;55,4053;54,9947;56,2368;56,5684
Acc_C-original-15;55,9173;0,6032;55,5133;55,3600;55,4067;56,6800;56,6267
Acc_C-bar-10;43,1420;0,7289;42,4600;42,2300;43,2400;44,2300;43,5500
Acc_all-ex-pixelwise-noise-24;51,2850;0,6920;50,7292;50,5792;50,9000;52,3125;51,9042
RMSCE_C;0,1077;0,0092;0,1181;0,1053;0,1159;0,0923;0,1070
Combined_Noise;65,6740;0,1494;65,6950;65,4250;65,8350;65,6050;65,8100
