;config_79_avg;config_79_std;config_79_run_0;config_79_run_1;config_79_run_2
Standard_Acc;72,2433;0,0998;72,1100;72,3500;72,2700
RMSCE;0,0429;0,0010;0,0444;0,0421;0,0421
gaussian_noise;28,8093;0,5270;29,5520;28,3840;28,4920
shot_noise;34,0547;0,3720;34,5560;33,6660;33,9420
impulse_noise;37,0740;1,1501;38,1920;35,4920;37,5380
defocus_blur;42,8520;1,1379;42,3460;44,4280;41,7820
glass_blur;33,4280;0,2734;33,5160;33,7100;33,0580
motion_blur;49,1993;0,3236;49,6220;49,1400;48,8360
zoom_blur;48,0440;0,5042;48,1200;48,6200;47,3920
snow;44,3687;0,5416;43,6660;44,9840;44,4560
frost;48,6027;0,2550;48,9580;48,4780;48,3720
fog;50,3687;0,3284;49,9280;50,7160;50,4620
brightness;58,3287;0,6168;58,8320;57,4600;58,6940
contrast;34,4113;0,2160;34,2960;34,2240;34,7140
elastic_transform;54,5107;0,3507;55,0000;54,3360;54,1960
pixelate;56,8060;0,9409;55,5280;57,1240;57,7660
jpeg_compression;58,3693;0,1021;58,3740;58,2420;58,4920
speckle_noise;27,8707;0,2425;28,1200;27,5420;27,9500
gaussian_blur;46,4020;1,1334;46,1300;47,9060;45,1700
spatter;47,9427;1,0118;48,8360;46,5280;48,4640
saturate;52,9147;0,5023;53,5580;52,3320;52,8540
blue_noise_sample;54,8713;0,4087;54,3260;55,3100;54,9780
brownish_noise;53,5460;0,8747;53,5760;54,6020;52,4600
caustic_refraction;33,3387;0,2840;33,6720;32,9780;33,3660
checkerboard_cutout;46,1133;0,4728;46,3360;46,5480;45,4560
cocentric_sine_waves;26,3480;0,5772;25,5320;26,7740;26,7380
inverse_sparkles;27,6593;0,4902;27,4600;28,3340;27,1840
perlin_noise;56,2620;0,2829;56,6620;56,0700;56,0540
plasma_noise;28,1133;0,3338;28,2260;28,4540;27,6600
single_frequency_greyscale;23,1047;0,4468;22,6160;23,0020;23,6960
sparkles;63,7440;0,3937;63,1940;64,0940;63,9440
Acc_C-all-19;44,9662;0,1042;45,1121;44,9112;44,8753
Acc_C-original-15;45,2818;0,0633;45,3657;45,2669;45,2128
Acc_C-bar-10;41,3101;0,2168;41,1600;41,6166;41,1536
Acc_all-ex-pixelwise-noise-24;45,1991;0,1350;45,1660;45,3785;45,0527
RMSCE_C;0,1559;0,0031;0,1595;0,1520;0,1563
Combined_Noise;70,4333;0,0873;70,4900;70,5000;70,3100
