;config_190_avg
Standard_Acc;71,8600
RMSCE;0,0359
gaussian_noise;30,8940
shot_noise;36,6560
impulse_noise;32,3780
defocus_blur;31,0860
glass_blur;27,5040
motion_blur;42,2900
zoom_blur;35,9340
snow;46,1560
frost;49,4180
fog;46,9140
brightness;56,9060
contrast;20,8400
elastic_transform;48,4560
pixelate;59,0680
jpeg_compression;54,9740
speckle_noise;29,2000
gaussian_blur;31,6200
spatter;48,6240
saturate;51,3620
blue_noise_sample;48,0380
brownish_noise;53,5540
caustic_refraction;35,1160
checkerboard_cutout;45,2500
cocentric_sine_waves;33,3880
inverse_sparkles;29,0340
perlin_noise;59,2300
plasma_noise;27,6100
single_frequency_greyscale;28,4600
sparkles;63,8200
Acc_C-all-19;41,0674
Acc_C-original-15;41,2983
Acc_C-bar-10;42,3500
Acc_all-ex-pixelwise-noise-24;42,7756
RMSCE_C;0,1520
Combined_Noise;54,7300
