;config_244_avg
Standard_Acc;73,2000
RMSCE;0,0222
gaussian_noise;28,9940
shot_noise;33,9280
impulse_noise;33,3720
defocus_blur;28,4500
glass_blur;24,0880
motion_blur;38,2560
zoom_blur;31,8260
snow;42,9340
frost;45,6860
fog;43,6880
brightness;56,5100
contrast;21,4000
elastic_transform;43,6400
pixelate;56,7060
jpeg_compression;51,3080
speckle_noise;27,2200
gaussian_blur;29,5700
spatter;48,6560
saturate;50,2220
blue_noise_sample;50,8160
brownish_noise;55,6500
caustic_refraction;33,5040
checkerboard_cutout;46,7180
cocentric_sine_waves;31,5060
inverse_sparkles;28,7660
perlin_noise;58,1580
plasma_noise;30,5900
single_frequency_greyscale;29,3160
sparkles;64,7460
Acc_C-all-19;38,7607
Acc_C-original-15;38,7191
Acc_C-bar-10;42,9770
Acc_all-ex-pixelwise-noise-24;41,3289
RMSCE_C;0,1483
Combined_Noise;57,5300
