;config_519_avg
Standard_Acc;68,2000
RMSCE;0,0382
gaussian_noise;21,5120
shot_noise;25,9500
impulse_noise;21,3920
defocus_blur;20,9080
glass_blur;19,9340
motion_blur;28,0500
zoom_blur;24,2900
snow;32,4500
frost;36,6500
fog;31,5060
brightness;40,6440
contrast;13,4060
elastic_transform;32,7260
pixelate;45,4220
jpeg_compression;40,1420
speckle_noise;19,1960
gaussian_blur;22,1920
spatter;33,3900
saturate;33,9060
blue_noise_sample;37,7820
brownish_noise;48,6060
caustic_refraction;28,0000
checkerboard_cutout;45,2820
cocentric_sine_waves;26,1000
inverse_sparkles;30,7400
perlin_noise;50,2860
plasma_noise;24,6240
single_frequency_greyscale;20,8740
sparkles;59,6340
Acc_C-all-19;28,6140
Acc_C-original-15;28,9988
Acc_C-bar-10;37,1928
Acc_all-ex-pixelwise-noise-24;32,9067
RMSCE_C;0,2300
Combined_Noise;58,8100
