;config_425_avg
Standard_Acc;69,1850
RMSCE;0,0180
gaussian_noise;52,6000
shot_noise;55,7000
impulse_noise;53,1000
defocus_blur;55,1000
glass_blur;33,8000
motion_blur;58,1000
zoom_blur;45,0000
snow;59,4000
frost;63,3000
fog;60,5000
brightness;60,1000
contrast;53,0000
elastic_transform;63,1000
pixelate;63,8000
jpeg_compression;65,3000
speckle_noise;51,9000
gaussian_blur;47,2000
spatter;59,3000
saturate;57,7000
blue_noise_sample;49,8000
brownish_noise;52,9000
caustic_refraction;39,6000
checkerboard_cutout;41,2000
cocentric_sine_waves;34,2000
inverse_sparkles;25,9000
perlin_noise;61,0000
plasma_noise;27,9000
single_frequency_greyscale;32,3000
sparkles;62,7000
Acc_C-all-19;55,6842
Acc_C-original-15;56,1267
Acc_C-bar-10;42,7500
Acc_all-ex-pixelwise-noise-24;50,9333
RMSCE_C;0,0927
Combined_Noise;64,2400
