;config_325_avg;config_325_std;config_325_run_0;config_325_run_1;config_325_run_2;config_325_run_3;config_325_run_4
Standard_Acc;65,8340;0,3061;66,0100;65,3450;65,7900;66,2700;65,7550
RMSCE;0,0583;0,0046;0,0652;0,0607;0,0587;0,0518;0,0550
gaussian_noise;46,9400;2,5935;50,4000;42,9000;46,2000;46,2000;49,0000
shot_noise;50,0600;1,5564;49,3000;48,9000;49,1000;49,9000;53,1000
impulse_noise;46,5600;1,7984;49,2000;45,4000;44,0000;46,5000;47,7000
defocus_blur;46,6400;1,7523;48,0000;45,1000;44,1000;47,3000;48,7000
glass_blur;35,4000;1,1437;34,9000;34,6000;34,0000;36,6000;36,9000
motion_blur;53,4600;0,6280;53,5000;54,2000;52,7000;54,1000;52,8000
zoom_blur;46,9800;1,4034;46,4000;46,6000;45,0000;49,2000;47,7000
snow;56,0000;1,8417;55,8000;53,9000;54,1000;58,3000;57,9000
frost;58,2000;1,0807;58,9000;57,7000;58,9000;59,2000;56,3000
fog;57,9200;1,8766;59,3000;54,4000;58,3000;57,9000;59,7000
brightness;59,4200;1,4176;58,5000;58,0000;59,8000;58,8000;62,0000
contrast;47,4400;1,7036;44,6000;46,7000;48,7000;47,7000;49,5000
elastic_transform;56,0200;2,0644;58,9000;55,8000;52,9000;55,0000;57,5000
pixelate;59,0200;2,2938;62,6000;55,6000;59,3000;59,7000;57,9000
jpeg_compression;59,1000;0,7849;59,9000;59,2000;57,6000;59,4000;59,4000
speckle_noise;47,1000;1,9920;45,8000;47,6000;45,6000;45,7000;50,8000
gaussian_blur;43,2400;1,9602;42,5000;40,6000;42,1000;45,8000;45,2000
spatter;54,6000;1,0526;55,3000;52,8000;55,5000;55,4000;54,0000
saturate;54,1200;0,9988;53,9000;55,6000;54,7000;53,8000;52,6000
blue_noise_sample;44,3000;1,5466;41,6000;44,3000;46,4000;44,8000;44,4000
brownish_noise;48,2600;1,3063;46,2000;47,9000;50,1000;49,1000;48,0000
caustic_refraction;33,2200;0,8256;32,0000;33,2000;33,1000;34,6000;33,2000
checkerboard_cutout;42,1600;1,8640;40,0000;45,4000;42,7000;41,9000;40,8000
cocentric_sine_waves;28,1800;1,0647;27,9000;26,9000;28,6000;27,5000;30,0000
inverse_sparkles;26,5600;1,0874;28,0000;26,7000;27,1000;24,7000;26,3000
perlin_noise;55,7200;1,3905;55,0000;53,8000;55,4000;57,9000;56,5000
plasma_noise;29,5200;1,0186;29,2000;28,3000;31,4000;29,4000;29,3000
single_frequency_greyscale;25,5600;1,0423;25,3000;27,1000;25,0000;24,1000;26,3000
sparkles;57,1000;2,0842;59,2000;54,6000;55,2000;59,8000;56,7000
Acc_C-all-19;51,4853;0,8595;51,9842;50,2947;50,6632;51,9211;52,5632
Acc_C-original-15;51,9440;0,9745;52,6800;50,6000;50,9800;52,3867;53,0733
Acc_C-bar-10;39,0580;0,3863;38,4400;38,8200;39,5000;39,3800;39,1500
Acc_all-ex-pixelwise-noise-24;47,2433;0,5050;47,3250;46,4458;46,9292;47,8000;47,7167
RMSCE_C;0,1426;0,0060;0,1480;0,1488;0,1454;0,1357;0,1350
Combined_Noise;60,7260;0,4309;61,1550;59,9400;60,8100;61,0650;60,6600
