;config_215_avg;config_215_std;config_215_run_0;config_215_run_1;config_215_run_2
Standard_Acc;59,0733;0,6185;58,8400;59,9200;58,4600
RMSCE;0,0462;0,0029;0,0481;0,0420;0,0483
gaussian_noise;22,7620;0,3352;22,3800;23,1960;22,7100
shot_noise;28,0727;0,0705;28,1100;28,1340;27,9740
impulse_noise;24,6047;0,8676;23,7220;25,7840;24,3080
defocus_blur;21,6487;0,2136;21,5720;21,9400;21,4340
glass_blur;17,5907;0,2815;17,4340;17,3520;17,9860
motion_blur;32,7780;0,4104;32,2020;33,1280;33,0040
zoom_blur;24,3040;0,2339;24,4080;24,5240;23,9800
snow;37,4893;0,9158;38,7420;37,1480;36,5780
frost;39,7447;0,4515;40,3320;39,6680;39,2340
fog;41,2713;0,2811;41,4820;40,8740;41,4580
brightness;54,6120;0,0254;54,6440;54,5820;54,6100
contrast;17,7587;0,5850;17,0580;17,7280;18,4900
elastic_transform;38,7400;0,4917;39,3320;38,7600;38,1280
pixelate;51,6033;0,4800;51,4080;52,2640;51,1380
jpeg_compression;42,7567;0,4494;42,9580;43,1780;42,1340
speckle_noise;22,4780;0,0681;22,4680;22,5660;22,4000
gaussian_blur;22,0753;0,2013;21,8200;22,3120;22,0940
spatter;43,8113;0,8467;43,4860;44,9720;42,9760
saturate;49,1073;0,6108;49,7840;49,2340;48,3040
blue_noise_sample;35,1940;1,4003;34,4960;37,1480;33,9380
brownish_noise;29,6660;1,3322;28,0780;31,3380;29,5820
caustic_refraction;26,1013;0,2170;26,1700;26,3260;25,8080
checkerboard_cutout;34,6940;0,6063;34,3920;35,5400;34,1500
cocentric_sine_waves;23,3667;0,7818;24,2320;23,5300;22,3380
inverse_sparkles;16,4780;0,2307;16,7500;16,1860;16,4980
perlin_noise;46,6713;0,2230;46,6800;46,9400;46,3940
plasma_noise;12,8153;0,6974;12,4320;13,7940;12,2200
single_frequency_greyscale;21,1307;0,3571;21,2900;21,4660;20,6360
sparkles;46,0600;0,7513;45,3380;47,0960;45,7460
Acc_C-all-19;33,3268;0,1806;33,3338;33,5444;33,1021
Acc_C-original-15;33,0491;0,1387;33,0523;33,2173;32,8777
Acc_C-bar-10;29,2177;0,5187;28,9858;29,9364;28,7310
Acc_all-ex-pixelwise-noise-24;33,0114;0,2546;33,0010;33,3283;32,7050
RMSCE_C;0,1907;0,0050;0,1977;0,1873;0,1870
Combined_Noise;45,3900;0,3080;45,0800;45,8100;45,2800
