;config_373_avg;config_373_std;config_373_run_0;config_373_run_1;config_373_run_2;config_373_run_3;config_373_run_4
Standard_Acc;71,6550;0,1906;71,3650;71,5950;71,5900;71,9050;71,8200
RMSCE;0,0306;0,0034;0,0344;0,0265;0,0347;0,0275;0,0299
gaussian_noise;48,4400;2,2429;49,5000;44,9000;48,9000;47,3000;51,6000
shot_noise;52,1400;1,5615;50,8000;51,0000;54,1000;50,8000;54,0000
impulse_noise;51,1400;1,1289;52,6000;49,9000;50,3000;50,5000;52,4000
defocus_blur;53,2400;0,8476;53,5000;51,8000;53,7000;54,3000;52,9000
glass_blur;31,0200;0,8863;31,1000;29,8000;32,4000;31,4000;30,4000
motion_blur;56,0000;1,3914;55,5000;57,0000;57,3000;56,7000;53,5000
zoom_blur;48,7400;0,9200;48,9000;49,4000;47,6000;50,0000;47,8000
snow;60,2200;2,4334;59,4000;57,5000;58,2000;62,0000;64,0000
frost;61,5400;1,1307;62,8000;60,4000;62,5000;62,0000;60,0000
fog;64,3800;1,7290;64,1000;61,3000;65,5000;64,6000;66,4000
brightness;63,8200;1,6654;62,0000;63,1000;65,1000;62,5000;66,4000
contrast;52,0600;1,6427;49,5000;51,0000;54,1000;52,4000;53,3000
elastic_transform;58,8400;1,1412;60,6000;57,4000;58,6000;58,0000;59,6000
pixelate;62,7400;1,3559;63,8000;61,0000;63,2000;64,4000;61,3000
jpeg_compression;64,9800;1,7600;67,2000;66,7000;62,4000;64,4000;64,2000
speckle_noise;49,7600;1,2192;48,7000;48,7000;51,3000;48,9000;51,2000
gaussian_blur;47,1400;2,0165;44,4000;49,7000;45,6000;49,1000;46,9000
spatter;59,3400;1,8554;59,2000;56,7000;62,3000;58,4000;60,1000
saturate;59,4600;1,0594;58,5000;61,4000;58,5000;59,4000;59,5000
blue_noise_sample;52,6400;2,7288;49,3000;50,3000;56,9000;52,5000;54,2000
brownish_noise;54,7800;0,7574;54,4000;53,7000;55,3000;55,9000;54,6000
caustic_refraction;36,0200;1,2797;34,3000;34,8000;36,9000;36,4000;37,7000
checkerboard_cutout;45,8400;1,6317;43,4000;47,8000;45,8000;47,4000;44,8000
cocentric_sine_waves;29,5200;1,5930;28,5000;29,8000;32,5000;28,1000;28,7000
inverse_sparkles;27,4600;1,3937;29,1000;27,2000;27,6000;25,0000;28,4000
perlin_noise;59,0600;1,1271;58,7000;57,4000;60,0000;58,6000;60,6000
plasma_noise;30,6000;1,7018;28,1000;29,1000;32,1000;32,4000;31,3000
single_frequency_greyscale;27,2400;1,1960;26,8000;29,4000;27,6000;26,2000;26,2000
sparkles;62,4400;1,6848;61,8000;60,0000;63,8000;64,8000;61,8000
Acc_C-all-19;55,0000;0,4894;54,8474;54,1421;55,3474;55,1105;55,5526
Acc_C-original-15;55,2867;0,5917;55,4200;54,1467;55,5933;55,4200;55,8533
Acc_C-bar-10;42,5600;0,8237;41,4400;41,9500;43,8500;42,7300;42,8300
Acc_all-ex-pixelwise-noise-24;50,6867;0,4226;50,2333;50,1417;51,1917;51,0167;50,8500
RMSCE_C;0,1148;0,0049;0,1240;0,1143;0,1099;0,1139;0,1121
Combined_Noise;65,5190;0,2890;65,4500;65,0550;65,8200;65,4350;65,8350
