;config_548_avg
Standard_Acc;74,1900
RMSCE;0,0418
gaussian_noise;34,2900
shot_noise;39,3620
impulse_noise;35,6280
defocus_blur;49,5340
glass_blur;40,0000
motion_blur;55,6460
zoom_blur;52,0260
snow;51,4140
frost;54,5400
fog;56,7260
brightness;63,1040
contrast;43,0120
elastic_transform;57,9000
pixelate;59,4920
jpeg_compression;60,5520
speckle_noise;31,3240
gaussian_blur;52,2480
spatter;53,4920
saturate;58,0120
blue_noise_sample;56,8720
brownish_noise;58,1600
caustic_refraction;40,2240
checkerboard_cutout;48,5600
cocentric_sine_waves;32,6240
inverse_sparkles;29,4020
perlin_noise;62,9300
plasma_noise;33,8220
single_frequency_greyscale;31,1540
sparkles;66,4440
Acc_C-all-19;49,9106
Acc_C-original-15;50,2151
Acc_C-bar-10;46,0192
Acc_all-ex-pixelwise-noise-24;50,4591
RMSCE_C;0,1337
Combined_Noise;68,0900
