;config_282_avg
Standard_Acc;71,6700
RMSCE;0,0144
gaussian_noise;32,6940
shot_noise;37,6380
impulse_noise;33,5960
defocus_blur;30,5820
glass_blur;29,0600
motion_blur;41,9240
zoom_blur;34,4840
snow;47,0080
frost;50,3380
fog;48,8360
brightness;57,8420
contrast;24,8860
elastic_transform;46,0080
pixelate;58,5400
jpeg_compression;52,5960
speckle_noise;29,9800
gaussian_blur;31,7060
spatter;49,5400
saturate;51,8260
blue_noise_sample;49,6260
brownish_noise;53,8380
caustic_refraction;36,4600
checkerboard_cutout;43,6220
cocentric_sine_waves;35,9600
inverse_sparkles;28,7200
perlin_noise;61,1980
plasma_noise;27,5700
single_frequency_greyscale;32,6360
sparkles;62,9360
Acc_C-all-19;41,5307
Acc_C-original-15;41,7355
Acc_C-bar-10;43,2566
Acc_all-ex-pixelwise-noise-24;43,2548
RMSCE_C;0,1146
Combined_Noise;54,1500
