;config_234_avg
Standard_Acc;73,1500
RMSCE;0,0324
gaussian_noise;31,8740
shot_noise;36,7280
impulse_noise;35,5240
defocus_blur;28,2400
glass_blur;25,7240
motion_blur;39,4300
zoom_blur;33,0520
snow;43,4680
frost;47,5460
fog;45,2160
brightness;57,5900
contrast;22,3520
elastic_transform;45,4180
pixelate;56,5080
jpeg_compression;51,7600
speckle_noise;29,8200
gaussian_blur;28,8220
spatter;49,3940
saturate;51,0900
blue_noise_sample;51,3220
brownish_noise;54,6640
caustic_refraction;35,2580
checkerboard_cutout;48,0060
cocentric_sine_waves;32,3100
inverse_sparkles;30,1000
perlin_noise;59,4300
plasma_noise;29,2180
single_frequency_greyscale;27,8920
sparkles;64,6860
Acc_C-all-19;39,9766
Acc_C-original-15;40,0287
Acc_C-bar-10;43,2886
Acc_all-ex-pixelwise-noise-24;41,9656
RMSCE_C;0,1563
Combined_Noise;56,2200
