;config_416_avg;config_416_std;config_416_run_0;config_416_run_1;config_416_run_2;config_416_run_3;config_416_run_4
Standard_Acc;77,1940;4,6542;80,7500;81,3800;80,8400;71,4650;71,5350
RMSCE;0,0287;0,0128;0,0321;0,0473;0,0355;0,0132;0,0152
gaussian_noise;53,8000;3,8951;58,2000;55,1000;56,9000;47,6000;51,2000
shot_noise;57,7800;2,9916;59,7000;59,2000;61,3000;53,1000;55,6000
impulse_noise;54,5400;2,7273;57,0000;57,4000;55,4000;50,2000;52,7000
defocus_blur;57,1800;4,1311;60,3000;57,5000;62,5000;54,9000;50,7000
glass_blur;33,9000;1,9401;35,1000;34,6000;36,1000;33,2000;30,5000
motion_blur;61,1200;5,1666;62,9000;64,8000;67,7000;55,8000;54,4000
zoom_blur;51,6400;2,6793;55,2000;53,8000;51,9000;49,2000;48,1000
snow;65,3600;0,9769;66,7000;65,4000;65,8000;63,7000;65,2000
frost;66,3000;4,0239;69,3000;67,0000;71,6000;63,0000;60,6000
fog;69,8000;4,3271;72,2000;71,6000;75,5000;63,6000;66,1000
brightness;69,0600;4,3066;71,1000;73,4000;72,6000;62,1000;66,1000
contrast;58,6400;2,3787;60,1000;60,6000;61,0000;55,6000;55,9000
elastic_transform;63,5400;4,1350;68,2000;66,9000;65,2000;57,5000;59,9000
pixelate;66,7400;4,8853;71,7000;67,1000;72,3000;62,8000;59,8000
jpeg_compression;70,6200;3,9403;74,7000;74,5000;72,0000;65,5000;66,4000
speckle_noise;53,9200;3,1237;53,9000;57,6000;57,2000;50,0000;50,9000
gaussian_blur;50,0000;2,8601;49,6000;53,3000;52,2000;49,9000;45,0000
spatter;64,0800;4,2906;67,8000;65,6000;69,0000;59,2000;58,8000
saturate;64,1000;4,4041;66,8000;68,5000;67,7000;58,5000;59,0000
blue_noise_sample;56,8600;4,6120;56,0000;62,6000;61,8000;51,8000;52,1000
brownish_noise;58,4600;2,8380;60,6000;60,9000;60,8000;55,4000;54,6000
caustic_refraction;38,5200;1,3991;37,0000;39,6000;40,7000;37,8000;37,5000
checkerboard_cutout;50,4000;2,9141;50,2000;55,1000;51,9000;47,6000;47,2000
cocentric_sine_waves;34,1000;2,4835;34,4000;34,5000;37,8000;30,0000;33,8000
inverse_sparkles;28,5600;2,5476;31,7000;29,6000;30,0000;24,4000;27,1000
perlin_noise;65,6400;4,0825;68,6000;67,7000;70,2000;59,5000;62,2000
plasma_noise;31,1800;1,3585;31,7000;31,1000;32,3000;32,2000;28,6000
single_frequency_greyscale;31,6200;1,7577;31,6000;34,4000;32,4000;30,5000;29,2000
sparkles;68,1600;3,9923;72,4000;70,6000;71,1000;64,0000;62,7000
Acc_C-all-19;59,5853;3,2824;62,1316;61,7842;62,8368;55,5474;55,6263
Acc_C-original-15;60,0013;3,2677;62,8267;61,9267;63,1867;55,8533;56,2133
Acc_C-bar-10;46,3500;2,4519;47,4200;48,6100;48,9000;43,3200;43,5000
Acc_all-ex-pixelwise-noise-24;54,9467;2,9474;57,0792;57,0042;57,9292;51,4958;51,2250
RMSCE_C;0,0848;0,0058;0,0827;0,0826;0,0768;0,0880;0,0940
Combined_Noise;70,1220;4,0400;72,7350;73,6700;73,8150;65,1600;65,2300
