;config_243_avg
Standard_Acc;72,5900
RMSCE;0,0218
gaussian_noise;31,3260
shot_noise;36,7320
impulse_noise;34,3540
defocus_blur;27,7880
glass_blur;27,4220
motion_blur;38,5360
zoom_blur;31,5560
snow;47,1040
frost;50,3500
fog;47,2660
brightness;57,6920
contrast;24,5840
elastic_transform;44,8400
pixelate;58,4220
jpeg_compression;52,9720
speckle_noise;29,4100
gaussian_blur;28,5000
spatter;49,8040
saturate;51,6000
blue_noise_sample;50,3600
brownish_noise;53,6480
caustic_refraction;35,9940
checkerboard_cutout;45,0920
cocentric_sine_waves;33,8480
inverse_sparkles;29,0900
perlin_noise;61,8160
plasma_noise;27,0340
single_frequency_greyscale;31,4580
sparkles;64,8260
Acc_C-all-19;40,5399
Acc_C-original-15;40,7296
Acc_C-bar-10;43,3166
Acc_all-ex-pixelwise-noise-24;42,5518
RMSCE_C;0,1344
Combined_Noise;58,0800
