;config_521_avg
Standard_Acc;62,6000
RMSCE;0,0805
gaussian_noise;26,7160
shot_noise;31,6300
impulse_noise;29,3460
defocus_blur;34,9140
glass_blur;29,9240
motion_blur;42,5760
zoom_blur;38,0280
snow;36,2680
frost;39,0600
fog;35,0080
brightness;43,8760
contrast;15,3980
elastic_transform;43,1320
pixelate;47,1620
jpeg_compression;48,9260
speckle_noise;27,3420
gaussian_blur;36,7100
spatter;40,0640
saturate;37,4120
blue_noise_sample;40,6620
brownish_noise;40,5220
caustic_refraction;29,9340
checkerboard_cutout;37,7920
cocentric_sine_waves;28,0280
inverse_sparkles;25,0100
perlin_noise;48,0060
plasma_noise;20,5080
single_frequency_greyscale;21,7480
sparkles;55,3860
Acc_C-all-19;35,9733
Acc_C-original-15;36,1309
Acc_C-bar-10;34,7596
Acc_all-ex-pixelwise-noise-24;36,4747
RMSCE_C;0,2285
Combined_Noise;57,7800
