;config_484_avg
Standard_Acc;73,0500
RMSCE;0,0343
gaussian_noise;28,2320
shot_noise;33,3480
impulse_noise;40,3640
defocus_blur;23,7380
glass_blur;21,1700
motion_blur;32,9340
zoom_blur;27,4820
snow;38,4680
frost;43,1600
fog;39,3440
brightness;55,6040
contrast;16,1460
elastic_transform;40,3120
pixelate;49,8920
jpeg_compression;49,4660
speckle_noise;27,8740
gaussian_blur;25,5560
spatter;47,2300
saturate;47,6800
blue_noise_sample;53,1940
brownish_noise;51,9240
caustic_refraction;31,6380
checkerboard_cutout;44,9460
cocentric_sine_waves;25,4500
inverse_sparkles;29,6740
perlin_noise;54,5600
plasma_noise;26,0540
single_frequency_greyscale;22,0920
sparkles;63,8860
Acc_C-all-19;36,2105
Acc_C-original-15;35,9773
Acc_C-bar-10;40,3418
Acc_all-ex-pixelwise-noise-24;37,8502
RMSCE_C;0,1912
Combined_Noise;70,5300
