;config_511_avg
Standard_Acc;62,0700
RMSCE;0,0863
gaussian_noise;29,1520
shot_noise;33,2620
impulse_noise;28,4080
defocus_blur;35,9600
glass_blur;28,7980
motion_blur;41,4340
zoom_blur;37,3660
snow;36,8640
frost;38,3480
fog;37,1680
brightness;42,9640
contrast;19,6400
elastic_transform;40,7900
pixelate;45,4120
jpeg_compression;48,7360
speckle_noise;29,5620
gaussian_blur;37,6200
spatter;39,6640
saturate;44,2200
blue_noise_sample;43,5780
brownish_noise;54,0360
caustic_refraction;31,1900
checkerboard_cutout;34,3300
cocentric_sine_waves;26,7420
inverse_sparkles;22,1420
perlin_noise;52,8160
plasma_noise;37,7120
single_frequency_greyscale;22,9140
sparkles;55,1200
Acc_C-all-19;36,5983
Acc_C-original-15;36,2868
Acc_C-bar-10;38,0580
Acc_all-ex-pixelwise-noise-24;37,9994
RMSCE_C;0,1928
Combined_Noise;51,5300
