;config_507_avg;config_507_std;config_507_run_0;config_507_run_1;config_507_run_2
Standard_Acc;70,0167;0,1668;70,2500;69,9300;69,8700
RMSCE;0,0251;0,0011;0,0248;0,0265;0,0240
gaussian_noise;27,6200;1,0094;26,8000;29,0420;27,0180
shot_noise;33,0280;0,8768;32,4100;34,2680;32,4060
impulse_noise;29,7300;1,7776;29,7480;31,8980;27,5440
defocus_blur;34,7293;1,4628;35,5880;35,9300;32,6700
glass_blur;28,8520;0,9392;29,4020;29,6240;27,5300
motion_blur;41,6213;1,3737;42,6540;42,5300;39,6800
zoom_blur;41,2660;1,6999;42,3820;42,5520;38,8640
snow;40,1620;0,9135;39,9200;41,3820;39,1840
frost;43,9373;0,6544;44,3220;44,4740;43,0160
fog;42,0300;0,5192;42,5960;42,1520;41,3420
brightness;49,0453;0,4809;48,8080;49,7160;48,6120
contrast;26,0647;1,1043;26,7600;24,5060;26,9280
elastic_transform;48,0887;0,8464;48,1880;49,0720;47,0060
pixelate;50,4227;0,5648;49,8240;50,2640;51,1800
jpeg_compression;51,6460;0,7275;51,2780;52,6620;50,9980
speckle_noise;26,8213;0,8777;26,1100;28,0580;26,2960
gaussian_blur;36,9773;1,8129;37,9840;38,5160;34,4320
spatter;41,9933;1,1530;41,9040;43,4480;40,6280
saturate;43,0040;0,3249;42,5500;43,2920;43,1700
blue_noise_sample;44,3527;0,2721;43,9720;44,4940;44,5920
brownish_noise;50,9160;0,9324;51,3860;51,7480;49,6140
caustic_refraction;33,7660;0,5539;33,7380;34,4580;33,1020
checkerboard_cutout;48,5487;0,1845;48,6900;48,2880;48,6680
cocentric_sine_waves;26,0900;0,5642;25,4220;26,8020;26,0460
inverse_sparkles;29,7593;0,7611;29,3200;30,8300;29,1280
perlin_noise;55,0293;0,5173;55,5500;55,2140;54,3240
plasma_noise;26,7667;1,2481;27,3040;27,9540;25,0420
single_frequency_greyscale;21,6140;0,4284;21,4200;22,2080;21,2140
sparkles;62,2613;0,2724;62,5680;62,3100;61,9060
Acc_C-all-19;38,7915;0,7539;38,9067;39,6519;37,8160
Acc_C-original-15;39,2162;0,7194;39,3787;40,0048;38,2652
Acc_C-bar-10;39,9104;0,4360;39,9370;40,4306;39,3636
Acc_all-ex-pixelwise-noise-24;40,6080;0,6238;40,8149;41,2472;39,7618
RMSCE_C;0,1460;0,0048;0,1466;0,1399;0,1515
Combined_Noise;67,0967;1,0796;67,8800;67,8400;65,5700
