;config_238_avg
Standard_Acc;72,0700
RMSCE;0,0243
gaussian_noise;30,6320
shot_noise;34,9460
impulse_noise;32,5400
defocus_blur;28,2460
glass_blur;25,3520
motion_blur;38,5940
zoom_blur;32,1100
snow;45,7980
frost;48,3800
fog;46,5220
brightness;56,3240
contrast;23,2260
elastic_transform;43,0160
pixelate;58,3320
jpeg_compression;51,8440
speckle_noise;27,4820
gaussian_blur;29,6520
spatter;48,6780
saturate;50,1360
blue_noise_sample;50,6020
brownish_noise;54,4200
caustic_refraction;33,5400
checkerboard_cutout;46,4900
cocentric_sine_waves;31,8560
inverse_sparkles;29,2040
perlin_noise;60,0380
plasma_noise;27,8320
single_frequency_greyscale;30,0360
sparkles;64,1000
Acc_C-all-19;39,5689
Acc_C-original-15;39,7241
Acc_C-bar-10;42,8118
Acc_all-ex-pixelwise-noise-24;41,8219
RMSCE_C;0,1354
Combined_Noise;59,3700
