;config_420_avg;config_420_std;config_420_run_0;config_420_run_1;config_420_run_2;config_420_run_3;config_420_run_4
Standard_Acc;70,5990;0,3390;70,1450;70,3400;70,6000;70,8000;71,1100
RMSCE;0,0145;0,0029;0,0158;0,0111;0,0194;0,0130;0,0132
gaussian_noise;51,7000;3,0777;56,6000;48,8000;49,1000;50,0000;54,0000
shot_noise;54,6600;1,1517;55,0000;56,1000;52,8000;54,0000;55,4000
impulse_noise;52,9800;2,3828;54,7000;53,7000;49,1000;51,6000;55,8000
defocus_blur;55,8600;0,7761;56,1000;54,9000;56,8000;55,0000;56,5000
glass_blur;32,9400;0,9002;33,9000;33,9000;32,3000;33,0000;31,6000
motion_blur;59,0400;1,3544;58,1000;60,7000;60,2000;59,2000;57,0000
zoom_blur;47,4800;0,5455;47,6000;48,3000;46,7000;47,7000;47,1000
snow;61,0600;2,7890;61,9000;59,9000;56,3000;62,8000;64,4000
frost;61,2400;0,7864;62,3000;60,8000;60,9000;62,0000;60,2000
fog;63,3600;1,5121;61,1000;62,1000;65,1000;64,5000;64,0000
brightness;63,9600;1,6812;63,8000;61,8000;64,9000;62,7000;66,6000
contrast;54,0200;1,7600;53,6000;53,0000;51,5000;55,8000;56,2000
elastic_transform;58,9400;1,4541;61,7000;57,8000;57,9000;58,2000;59,1000
pixelate;61,8400;2,1134;64,6000;59,2000;61,5000;63,9000;60,0000
jpeg_compression;63,7800;2,1535;65,2000;65,0000;59,5000;64,5000;64,7000
speckle_noise;51,4800;1,0438;51,0000;52,3000;49,9000;51,3000;52,9000
gaussian_blur;49,1200;2,5537;44,5000;51,9000;48,5000;50,6000;50,1000
spatter;58,8000;1,3206;58,3000;56,7000;59,7000;58,7000;60,6000
saturate;59,4000;1,1576;59,3000;61,6000;58,5000;59,2000;58,4000
blue_noise_sample;52,4000;1,9277;50,5000;50,7000;55,8000;52,0000;53,0000
brownish_noise;54,2200;0,5913;53,2000;54,2000;54,7000;54,1000;54,9000
caustic_refraction;38,5800;2,1283;37,3000;35,8000;39,0000;42,2000;38,6000
checkerboard_cutout;46,0400;1,2548;45,3000;48,5000;45,3000;45,2000;45,9000
cocentric_sine_waves;31,5400;1,0210;31,8000;29,9000;32,9000;31,0000;32,1000
inverse_sparkles;26,0000;1,1524;27,4000;26,8000;26,0000;24,0000;25,8000
perlin_noise;60,9800;0,6013;60,5000;60,5000;61,9000;60,5000;61,5000
plasma_noise;29,3000;1,3784;28,2000;27,4000;31,1000;30,5000;29,3000
single_frequency_greyscale;29,5600;0,7200;28,9000;30,8000;28,9000;29,9000;29,3000
sparkles;62,5000;1,4832;62,6000;61,2000;63,8000;64,4000;60,5000
Acc_C-all-19;55,8768;0,6064;56,2789;55,7105;54,8000;56,0368;56,5579
Acc_C-original-15;56,1907;0,7645;57,0800;55,7333;54,9733;56,3267;56,8400
Acc_C-bar-10;43,1120;0,5167;42,5700;42,5800;43,9400;43,3800;43,0900
Acc_all-ex-pixelwise-noise-24;51,2317;0,2693;51,1333;50,9458;50,9958;51,6500;51,4333
RMSCE_C;0,0916;0,0031;0,0902;0,0932;0,0968;0,0879;0,0898
Combined_Noise;64,4480;0,2374;64,5150;64,2050;64,1850;64,5050;64,8300
