;config_452_avg;config_452_std;config_452_run_0;config_452_run_1;config_452_run_2
Standard_Acc;72,8533;0,1841;72,8700;73,0700;72,6200
RMSCE;0,0172;0,0033;0,0208;0,0128;0,0180
gaussian_noise;35,1633;2,6202;36,5780;37,4220;31,4900
shot_noise;39,0580;2,1299;40,1940;40,9060;36,0740
impulse_noise;37,5873;1,4465;38,8120;38,3940;35,5560
defocus_blur;44,3740;2,0531;41,5460;45,2180;46,3580
glass_blur;36,2693;0,7758;35,6940;37,3660;35,7480
motion_blur;53,6347;0,8073;54,2480;54,1620;52,4940
zoom_blur;48,8620;0,6367;47,9640;49,3680;49,2540
snow;49,7313;0,7590;49,5780;50,7280;48,8880
frost;51,8160;1,2174;51,8180;53,3060;50,3240
fog;55,1593;0,7896;55,9820;55,4020;54,0940
brightness;61,4873;0,2539;61,7760;61,5280;61,1580
contrast;40,8267;0,5266;40,8300;41,4700;40,1800
elastic_transform;56,0180;0,2005;56,2280;55,7480;56,0780
pixelate;59,0673;0,1233;59,0720;59,2160;58,9140
jpeg_compression;58,7427;0,2347;59,0660;58,6460;58,5160
speckle_noise;31,9667;2,2484;33,4860;33,6260;28,7880
gaussian_blur;46,5687;2,5760;43,0540;47,4960;49,1560
spatter;50,9480;0,4277;51,5480;50,5820;50,7140
saturate;55,7887;0,3370;56,0980;55,9480;55,3200
blue_noise_sample;55,1687;0,7370;55,5940;55,7800;54,1320
brownish_noise;56,2927;0,2450;56,0080;56,6060;56,2640
caustic_refraction;37,7947;0,8391;37,5520;38,9220;36,9100
checkerboard_cutout;47,7793;0,4401;48,3960;47,5440;47,3980
cocentric_sine_waves;31,1993;0,9769;31,3820;32,2940;29,9220
inverse_sparkles;28,5047;0,2916;28,3940;28,9040;28,2160
perlin_noise;60,7347;0,8326;60,7780;61,7320;59,6940
plasma_noise;32,0420;0,5316;32,2080;32,5940;31,3240
single_frequency_greyscale;29,3773;1,4619;30,4000;30,4220;27,3100
sparkles;64,7927;0,4057;65,1100;65,0480;64,2200
Acc_C-all-19;48,0563;0,5896;48,0827;48,7648;47,3213
Acc_C-original-15;48,5198;0,6508;48,6257;49,2587;47,6751
Acc_C-bar-10;44,3686;0,6092;44,5822;44,9846;43,5390
Acc_all-ex-pixelwise-noise-24;48,2421;0,3817;48,1138;48,7604;47,8522
RMSCE_C;0,1012;0,0093;0,1014;0,0897;0,1125
Combined_Noise;66,3367;0,3217;66,2400;66,7700;66,0000
