;config_497_avg
Standard_Acc;71,3400
RMSCE;0,0238
gaussian_noise;43,2280
shot_noise;46,0180
impulse_noise;51,8320
defocus_blur;46,4700
glass_blur;36,0960
motion_blur;55,6320
zoom_blur;47,8680
snow;50,1580
frost;53,0820
fog;52,7660
brightness;59,7560
contrast;27,2440
elastic_transform;55,1980
pixelate;58,9860
jpeg_compression;59,9400
speckle_noise;41,2320
gaussian_blur;48,0820
spatter;53,6000
saturate;53,5300
blue_noise_sample;57,1200
brownish_noise;54,2720
caustic_refraction;40,1840
checkerboard_cutout;47,4180
cocentric_sine_waves;35,2860
inverse_sparkles;27,3600
perlin_noise;61,1640
plasma_noise;31,5720
single_frequency_greyscale;30,1120
sparkles;64,1300
Acc_C-all-19;49,5115
Acc_C-original-15;49,6183
Acc_C-bar-10;44,8618
Acc_all-ex-pixelwise-noise-24;47,9127
RMSCE_C;0,1048
Combined_Noise;69,2600
