;config_372_avg;config_372_std;config_372_run_0;config_372_run_1;config_372_run_2;config_372_run_3;config_372_run_4
Standard_Acc;71,6920;0,2444;71,3750;71,4350;71,8250;71,8200;72,0050
RMSCE;0,0310;0,0065;0,0410;0,0254;0,0270;0,0364;0,0252
gaussian_noise;48,0000;1,0918;48,9000;46,5000;49,2000;46,9000;48,5000
shot_noise;53,1400;1,9561;52,3000;54,9000;54,0000;49,7000;54,8000
impulse_noise;50,7200;1,8422;49,5000;51,3000;48,5000;50,4000;53,9000
defocus_blur;53,4800;1,4034;53,9000;51,7000;54,2000;52,1000;55,5000
glass_blur;30,6000;0,8764;29,2000;30,4000;31,8000;30,4000;31,2000
motion_blur;55,9600;0,7003;56,0000;56,0000;57,1000;55,8000;54,9000
zoom_blur;48,3600;1,9694;48,2000;51,0000;45,0000;48,2000;49,4000
snow;60,7600;1,7962;59,6000;59,7000;59,0000;61,6000;63,9000
frost;61,3000;0,5967;61,9000;60,8000;62,1000;61,1000;60,6000
fog;63,9000;1,8644;62,6000;61,3000;64,3000;64,5000;66,8000
brightness;64,4800;1,6376;64,7000;62,3000;65,7000;63,0000;66,7000
contrast;51,8800;1,7186;48,6000;51,8000;52,8000;53,4000;52,8000
elastic_transform;58,9000;2,3875;62,9000;57,8000;57,7000;56,0000;60,1000
pixelate;62,9400;1,7806;65,9000;61,5000;63,6000;62,9000;60,8000
jpeg_compression;65,3800;0,8727;66,4000;65,9000;63,8000;65,4000;65,4000
speckle_noise;49,0600;2,7134;48,7000;50,1000;48,5000;44,8000;53,2000
gaussian_blur;46,5400;2,2473;42,6000;46,1000;48,1000;46,7000;49,2000
spatter;59,4800;2,0904;59,9000;55,4000;61,1000;60,1000;60,9000
saturate;59,3800;1,0167;58,2000;61,1000;58,6000;59,2000;59,8000
blue_noise_sample;51,4800;2,2049;49,7000;50,0000;55,1000;49,6000;53,0000
brownish_noise;54,1200;1,1957;52,3000;53,1000;55,2000;54,8000;55,2000
caustic_refraction;35,4800;0,8495;35,0000;34,1000;36,5000;36,1000;35,7000
checkerboard_cutout;46,2400;1,4066;43,6000;46,4000;47,7000;47,1000;46,4000
cocentric_sine_waves;29,6200;1,2687;27,6000;29,2000;31,4000;29,5000;30,4000
inverse_sparkles;27,2000;1,2377;27,9000;29,0000;26,2000;25,5000;27,4000
perlin_noise;60,4000;0,7211;60,9000;59,7000;61,5000;59,6000;60,3000
plasma_noise;29,4400;1,5239;27,9000;27,4000;31,0000;31,0000;29,9000
single_frequency_greyscale;27,3000;1,0060;27,9000;28,8000;27,3000;26,6000;25,9000
sparkles;62,5200;1,6558;62,8000;61,5000;64,0000;64,4000;59,9000
Acc_C-all-19;54,9611;0,6748;54,7368;54,5053;55,0053;54,3263;56,2316
Acc_C-original-15;55,3200;0,5657;55,3733;54,8600;55,2533;54,7600;56,3533
Acc_C-bar-10;42,3800;0,6857;41,5600;41,9200;43,5900;42,4200;42,4100
Acc_all-ex-pixelwise-noise-24;50,6525;0,4379;50,2708;50,0833;51,0708;50,6250;51,2125
RMSCE_C;0,1159;0,0067;0,1263;0,1103;0,1112;0,1213;0,1103
Combined_Noise;65,4920;0,5654;64,9600;65,1350;65,6250;65,2050;66,5350
