;config_516_avg
Standard_Acc;69,6200
RMSCE;0,3496
gaussian_noise;26,2540
shot_noise;32,0940
impulse_noise;28,8880
defocus_blur;29,8500
glass_blur;28,1760
motion_blur;36,8280
zoom_blur;35,2960
snow;41,0540
frost;42,4840
fog;36,9020
brightness;46,1260
contrast;18,5600
elastic_transform;45,4360
pixelate;50,6000
jpeg_compression;50,7380
speckle_noise;24,8860
gaussian_blur;30,6220
spatter;42,4700
saturate;39,8800
blue_noise_sample;41,2500
brownish_noise;49,0940
caustic_refraction;35,5180
checkerboard_cutout;48,0160
cocentric_sine_waves;26,1840
inverse_sparkles;32,2040
perlin_noise;55,1680
plasma_noise;24,7660
single_frequency_greyscale;20,9860
sparkles;63,2020
Acc_C-all-19;36,1655
Acc_C-original-15;36,6191
Acc_C-bar-10;39,6388
Acc_all-ex-pixelwise-noise-24;38,7567
RMSCE_C;0,1944
Combined_Noise;67,3400
