;config_214_avg;config_214_std;config_214_run_0;config_214_run_1;config_214_run_2
Standard_Acc;57,9767;0,7679;59,0600;57,5000;57,3700
RMSCE;0,0542;0,0036;0,0513;0,0520;0,0592
gaussian_noise;21,8973;0,2130;22,0180;22,0760;21,5980
shot_noise;27,1347;0,5162;27,7880;27,0900;26,5260
impulse_noise;24,5420;0,2899;24,8420;24,1500;24,6340
defocus_blur;20,9713;1,2334;22,6900;20,3700;19,8540
glass_blur;16,6327;1,2467;18,3480;16,1280;15,4220
motion_blur;31,5913;1,9496;34,3400;30,4040;30,0300
zoom_blur;23,5120;1,6438;25,8140;22,6420;22,0800
snow;35,6433;0,2639;35,7220;35,9200;35,2880
frost;39,1613;0,7543;40,1920;38,8840;38,4080
fog;39,3440;0,8304;40,4300;38,4140;39,1880
brightness;54,0847;0,3583;54,4720;54,1740;53,6080
contrast;16,6780;0,2751;17,0340;16,3640;16,6360
elastic_transform;37,1467;1,2758;38,8440;36,8280;35,7680
pixelate;49,4207;1,4967;51,2460;47,5800;49,4360
jpeg_compression;41,0047;0,9443;42,3400;40,3200;40,3540
speckle_noise;21,6420;0,3946;22,2000;21,3640;21,3620
gaussian_blur;21,5693;1,0336;22,9820;21,1880;20,5380
spatter;43,5473;0,4410;44,1700;43,2060;43,2660
saturate;48,2473;0,3940;48,4860;48,5640;47,6920
blue_noise_sample;34,8440;0,6525;35,5000;35,0780;33,9540
brownish_noise;29,0467;0,7726;30,1380;28,4540;28,5480
caustic_refraction;26,4220;0,3075;26,7240;26,5420;26,0000
checkerboard_cutout;33,1800;0,5808;33,2600;33,8480;32,4320
cocentric_sine_waves;23,1513;0,6135;22,6040;22,8420;24,0080
inverse_sparkles;16,3173;0,2753;15,9280;16,5140;16,5100
perlin_noise;46,4173;0,4675;47,0780;46,1100;46,0640
plasma_noise;13,3320;0,4280;13,6680;12,7280;13,6000
single_frequency_greyscale;20,6633;0,3287;20,3600;20,5100;21,1200
sparkles;44,9353;0,8419;46,1260;44,3360;44,3440
Acc_C-all-19;32,3037;0,7561;33,3662;31,8772;31,6678
Acc_C-original-15;31,9176;0,8210;33,0747;31,4229;31,2553
Acc_C-bar-10;28,8309;0,2181;29,1386;28,6962;28,6580
Acc_all-ex-pixelwise-noise-24;32,1675;0,6197;33,0415;31,7862;31,6747
RMSCE_C;0,2057;0,0023;0,2032;0,2052;0,2088
Combined_Noise;45,4033;0,4583;46,0400;45,1900;44,9800
