;config_275_avg
Standard_Acc;73,2600
RMSCE;0,0186
gaussian_noise;30,1760
shot_noise;34,7360
impulse_noise;32,5100
defocus_blur;25,4020
glass_blur;23,1760
motion_blur;34,6240
zoom_blur;29,3640
snow;41,6100
frost;45,4960
fog;41,7040
brightness;55,7280
contrast;19,5600
elastic_transform;40,8060
pixelate;53,1040
jpeg_compression;48,7760
speckle_noise;28,4180
gaussian_blur;26,1580
spatter;48,8680
saturate;49,4040
blue_noise_sample;50,4420
brownish_noise;55,7000
caustic_refraction;33,5940
checkerboard_cutout;47,2060
cocentric_sine_waves;32,3660
inverse_sparkles;29,1780
perlin_noise;58,2700
plasma_noise;30,2620
single_frequency_greyscale;28,7580
sparkles;64,7920
Acc_C-all-19;37,3484
Acc_C-original-15;37,1181
Acc_C-bar-10;43,0568
Acc_all-ex-pixelwise-noise-24;40,1627
RMSCE_C;0,1603
Combined_Noise;57,5800
