;config_248_avg
Standard_Acc;72,0700
RMSCE;0,0148
gaussian_noise;33,9580
shot_noise;38,1100
impulse_noise;35,4920
defocus_blur;29,1400
glass_blur;27,7980
motion_blur;39,8040
zoom_blur;33,5760
snow;46,0360
frost;49,7680
fog;47,1280
brightness;57,3680
contrast;23,5240
elastic_transform;44,9440
pixelate;57,0000
jpeg_compression;51,8440
speckle_noise;30,8420
gaussian_blur;30,1800
spatter;50,7600
saturate;51,1660
blue_noise_sample;50,4440
brownish_noise;53,8700
caustic_refraction;36,1620
checkerboard_cutout;44,7960
cocentric_sine_waves;34,2540
inverse_sparkles;29,4700
perlin_noise;60,8980
plasma_noise;28,8680
single_frequency_greyscale;31,5540
sparkles;64,1000
Acc_C-all-19;40,9704
Acc_C-original-15;41,0327
Acc_C-bar-10;43,4416
Acc_all-ex-pixelwise-noise-24;42,6670
RMSCE_C;0,1176
Combined_Noise;56,5100
