;config_326_avg;config_326_std;config_326_run_0;config_326_run_1;config_326_run_2
Standard_Acc;64,9817;0,4168;64,9550;64,4850;65,5050
RMSCE;0,0616;0,0038;0,0563;0,0641;0,0645
gaussian_noise;47,8333;2,6712;51,3000;44,8000;47,4000
shot_noise;50,2667;1,1813;51,0000;48,6000;51,2000
impulse_noise;46,3000;1,9305;49,0000;44,6000;45,3000
defocus_blur;49,7667;1,3098;49,9000;48,1000;51,3000
glass_blur;35,2667;1,3275;33,5000;35,6000;36,7000
motion_blur;55,4667;1,3888;54,8000;54,2000;57,4000
zoom_blur;47,5333;1,6357;46,0000;49,8000;46,8000
snow;53,9333;0,6600;54,8000;53,2000;53,8000
frost;57,8000;0,0816;57,7000;57,8000;57,9000
fog;57,3333;1,2037;56,8000;56,2000;59,0000
brightness;58,9000;0,8832;58,6000;58,0000;60,1000
contrast;49,0000;0,4243;48,7000;48,7000;49,6000
elastic_transform;55,2333;1,3275;56,5000;55,8000;53,4000
pixelate;58,4333;1,5151;60,2000;56,5000;58,6000
jpeg_compression;58,7667;1,8355;60,7000;59,3000;56,3000
speckle_noise;47,6000;1,2961;48,2000;48,8000;45,8000
gaussian_blur;44,7000;1,9596;42,3000;44,7000;47,1000
spatter;54,2000;2,1741;53,9000;51,7000;57,0000
saturate;54,3333;1,7913;52,6000;56,8000;53,6000
blue_noise_sample;44,6000;2,9743;42,7000;42,3000;48,8000
brownish_noise;49,5667;1,0625;48,3000;50,9000;49,5000
caustic_refraction;33,3000;1,1518;33,5000;31,8000;34,6000
checkerboard_cutout;42,7667;1,9602;40,0000;44,3000;44,0000
cocentric_sine_waves;30,6667;1,0965;30,1000;29,7000;32,2000
inverse_sparkles;26,0667;0,3399;26,4000;25,6000;26,2000
perlin_noise;55,8333;1,3573;55,6000;54,3000;57,6000
plasma_noise;30,0333;0,6128;29,6000;29,6000;30,9000
single_frequency_greyscale;27,5667;1,2365;26,9000;29,3000;26,5000
sparkles;56,6667;1,3960;57,8000;54,7000;57,5000
Acc_C-all-19;51,7193;0,3544;51,9211;51,2211;52,0158
Acc_C-original-15;52,1222;0,5173;52,6333;51,4133;52,3200
Acc_C-bar-10;39,7067;0,7618;39,0900;39,2500;40,7800
Acc_all-ex-pixelwise-noise-24;47,6306;0,4269;47,3000;47,3583;48,2333
RMSCE_C;0,1365;0,0048;0,1305;0,1422;0,1368
Combined_Noise;60,0583;0,3884;59,9300;59,6600;60,5850
