;config_409_avg;config_409_std;config_409_run_0;config_409_run_1;config_409_run_2;config_409_run_3;config_409_run_4
Standard_Acc;71,1940;0,3377;70,7150;70,9150;71,2400;71,6100;71,4900
RMSCE;0,0203;0,0028;0,0219;0,0184;0,0248;0,0197;0,0170
gaussian_noise;50,8400;2,6143;53,4000;50,0000;50,2000;46,7000;53,9000
shot_noise;54,1800;1,4838;54,8000;55,1000;54,0000;51,4000;55,6000
impulse_noise;51,4400;2,1703;50,9000;53,3000;47,5000;52,1000;53,4000
defocus_blur;56,1000;1,7686;57,4000;54,2000;57,8000;53,7000;57,4000
glass_blur;33,3000;0,9295;34,0000;33,6000;34,2000;33,1000;31,6000
motion_blur;58,2600;1,2563;57,8000;60,1000;59,1000;57,9000;56,4000
zoom_blur;48,1000;1,3520;49,1000;47,8000;45,7000;48,3000;49,6000
snow;61,3600;2,6643;61,4000;57,5000;59,4000;64,1000;64,4000
frost;62,0200;0,8328;62,8000;61,1000;61,7000;63,2000;61,3000
fog;63,7800;1,8702;61,9000;61,2000;65,6000;64,6000;65,6000
brightness;64,2800;1,4274;63,9000;62,0000;65,6000;63,9000;66,0000
contrast;53,6600;2,0886;50,8000;52,1000;53,4000;55,7000;56,3000
elastic_transform;59,6200;0,8841;61,3000;59,2000;59,0000;58,9000;59,7000
pixelate;61,8400;1,0131;63,6000;61,1000;60,8000;61,4000;62,3000
jpeg_compression;64,2600;1,0012;65,6000;64,6000;62,5000;64,3000;64,3000
speckle_noise;51,1400;1,1569;51,8000;50,3000;50,0000;50,5000;53,1000
gaussian_blur;49,8200;1,9343;46,8000;50,7000;49,1000;49,8000;52,7000
spatter;58,8000;0,8124;58,6000;57,3000;59,4000;59,2000;59,5000
saturate;59,6400;0,8452;59,0000;60,9000;59,1000;58,8000;60,4000
blue_noise_sample;52,3400;1,6788;49,2000;52,0000;53,5000;53,3000;53,7000
brownish_noise;54,4400;1,0423;54,9000;54,3000;52,5000;55,5000;55,0000
caustic_refraction;39,2200;2,2569;39,6000;35,7000;38,9000;42,8000;39,1000
checkerboard_cutout;46,2200;1,7668;45,8000;48,8000;45,0000;47,6000;43,9000
cocentric_sine_waves;31,4600;1,0423;30,8000;29,8000;32,6000;32,4000;31,7000
inverse_sparkles;27,3400;1,2403;28,9000;28,1000;26,5000;25,4000;27,8000
perlin_noise;60,9600;0,8686;61,3000;59,6000;62,1000;60,4000;61,4000
plasma_noise;30,3000;1,7697;29,7000;28,8000;30,8000;33,5000;28,7000
single_frequency_greyscale;30,0600;1,0131;28,5000;30,9000;30,2000;31,3000;29,4000
sparkles;63,4800;1,5012;63,3000;61,8000;65,2000;65,2000;61,9000
Acc_C-all-19;55,9179;0,5998;56,0474;55,3737;55,4789;55,6632;57,0263
Acc_C-original-15;56,2027;0,6033;56,5800;55,5267;55,7667;55,9533;57,1867
Acc_C-bar-10;43,5820;0,6285;43,2000;42,9800;43,7300;44,7400;43,2600
Acc_all-ex-pixelwise-noise-24;51,5967;0,4273;51,5333;50,8833;51,5083;52,1250;51,9333
RMSCE_C;0,0971;0,0041;0,0953;0,0951;0,1037;0,0994;0,0920
Combined_Noise;65,0920;0,3223;64,6900;64,8450;65,0800;65,2250;65,6200
