;config_417_avg;config_417_std;config_417_run_0;config_417_run_1;config_417_run_2;config_417_run_3;config_417_run_4
Standard_Acc;77,2890;4,7138;81,0500;81,0900;81,2700;71,6550;71,3800
RMSCE;0,0322;0,0155;0,0406;0,0518;0,0410;0,0131;0,0148
gaussian_noise;54,8200;3,9952;60,6000;55,4000;57,2000;49,4000;51,5000
shot_noise;58,8400;4,2093;61,9000;62,4000;62,5000;53,3000;54,1000
impulse_noise;55,4200;4,1484;62,1000;58,3000;52,9000;50,9000;52,9000
defocus_blur;60,0400;4,8019;66,4000;59,2000;64,7000;54,4000;55,5000
glass_blur;35,8600;2,9486;40,4000;35,1000;38,0000;32,6000;33,2000
motion_blur;63,3200;4,7313;67,5000;66,7000;67,3000;58,1000;57,0000
zoom_blur;51,7200;2,8365;56,2000;53,0000;51,5000;47,7000;50,2000
snow;65,5400;2,2132;69,0000;65,9000;66,5000;63,0000;63,3000
frost;66,6800;4,4147;71,3000;68,1000;70,9000;62,9000;60,2000
fog;69,9600;3,6854;72,5000;72,1000;74,1000;64,9000;66,2000
brightness;70,0000;4,0630;72,1000;73,8000;73,8000;64,1000;66,2000
contrast;58,7000;2,6608;60,2000;61,4000;60,6000;57,0000;54,3000
elastic_transform;64,6000;4,4833;69,4000;67,5000;67,2000;57,3000;61,6000
pixelate;66,8000;4,3543;71,1000;68,9000;70,7000;63,0000;60,3000
jpeg_compression;69,8800;4,2334;74,9000;72,9000;71,9000;65,4000;64,3000
speckle_noise;54,7400;3,5522;56,1000;59,1000;57,4000;50,4000;50,7000
gaussian_blur;53,2200;2,6649;56,1000;54,2000;55,7000;50,0000;50,1000
spatter;63,4400;4,4311;68,4000;63,6000;68,3000;58,7000;58,2000
saturate;64,4800;4,2102;67,2000;69,1000;67,3000;59,8000;59,0000
blue_noise_sample;56,3200;3,5751;58,4000;56,2000;61,9000;52,5000;52,6000
brownish_noise;58,9800;4,0494;62,5000;62,8000;61,5000;53,9000;54,2000
caustic_refraction;41,3400;2,0026;43,4000;39,2000;44,1000;40,1000;39,9000
checkerboard_cutout;49,3400;3,5948;50,7000;54,1000;51,2000;46,9000;43,8000
cocentric_sine_waves;33,5600;2,4654;36,1000;32,5000;36,9000;31,3000;31,0000
inverse_sparkles;28,7000;2,7350;32,6000;28,8000;29,9000;24,2000;28,0000
perlin_noise;66,4600;3,6833;69,4000;69,1000;69,8000;61,2000;62,8000
plasma_noise;32,3800;2,4863;36,1000;32,8000;32,7000;32,0000;28,3000
single_frequency_greyscale;32,9400;1,7454;34,2000;35,2000;33,4000;31,4000;30,5000
sparkles;67,7200;5,0483;71,2000;70,7000;72,8000;64,6000;59,3000
Acc_C-all-19;60,4242;3,5888;64,3895;62,4579;63,0789;55,9421;56,2526
Acc_C-original-15;60,8120;3,6107;65,0400;62,7133;63,3200;56,2667;56,7200
Acc_C-bar-10;46,7740;2,7860;49,4600;48,1400;49,4200;43,8100;43,0400
Acc_all-ex-pixelwise-noise-24;55,6525;3,2714;59,1208;57,3625;58,3667;51,8542;51,5583
RMSCE_C;0,0830;0,0082;0,0751;0,0763;0,0777;0,0914;0,0945
Combined_Noise;70,3550;4,2958;73,8450;73,8500;73,8850;65,3550;64,8400
