;config_222_avg
Standard_Acc;80,3200
RMSCE;0,0506
gaussian_noise;52,3800
shot_noise;56,9080
impulse_noise;33,5520
defocus_blur;69,7500
glass_blur;58,5780
motion_blur;66,7120
zoom_blur;66,5520
snow;67,4080
frost;69,7500
fog;69,9460
brightness;78,0760
contrast;61,7440
elastic_transform;69,1340
pixelate;65,5600
jpeg_compression;58,9580
speckle_noise;55,7320
gaussian_blur;63,0220
spatter;69,7440
saturate;71,3800
blue_noise;47,5660
brownish_noise;38,6480
checkerboard_cutout;60,0640
circular_motion_blur;71,8660
inverse_sparkles;45,3100
lines;53,8400
pinch_and_twirl;74,0680
ripple;62,4380
sparkles;63,7020
transverse_chromatic_abberation;48,2680
Acc_C-all-19;63,4151
Acc_C-original-15;63,0005
Acc_C-bar-10;56,5770
Acc_all-ex-pixelwise-noise-24;63,5216
RMSCE_C;0,1122
Combined_Noise;58,3800
