;config_263_avg
Standard_Acc;80,5100
RMSCE;0,0478
gaussian_noise;45,9300
shot_noise;51,0380
impulse_noise;37,5840
defocus_blur;66,0380
glass_blur;55,7160
motion_blur;62,0200
zoom_blur;61,8760
snow;66,7440
frost;68,5240
fog;68,7760
brightness;78,1420
contrast;58,4020
elastic_transform;66,0240
pixelate;65,4620
jpeg_compression;57,8820
speckle_noise;50,6900
gaussian_blur;57,7180
spatter;69,7380
saturate;70,4720
blue_noise;48,5760
brownish_noise;37,8480
checkerboard_cutout;59,2200
circular_motion_blur;71,3680
inverse_sparkles;44,6120
lines;52,5400
pinch_and_twirl;72,4600
ripple;61,6820
sparkles;62,6280
transverse_chromatic_abberation;43,1120
Acc_C-all-19;60,9882
Acc_C-original-15;60,6772
Acc_C-bar-10;55,4046
Acc_all-ex-pixelwise-noise-24;61,6252
RMSCE_C;0,1155
Combined_Noise;57,7100
