;config_475_avg
Standard_Acc;81,8300
RMSCE;0,0252
gaussian_noise;71,9460
shot_noise;74,2660
impulse_noise;80,6960
defocus_blur;76,5340
glass_blur;64,8800
motion_blur;72,2740
zoom_blur;74,3100
snow;71,8100
frost;72,6040
fog;74,3080
brightness;80,0180
contrast;75,9040
elastic_transform;72,3020
pixelate;71,5480
jpeg_compression;62,5400
speckle_noise;74,5100
gaussian_blur;74,1820
spatter;75,3900
saturate;75,5320
blue_noise;71,3660
brownish_noise;43,3840
checkerboard_cutout;67,8560
circular_motion_blur;76,5920
inverse_sparkles;45,5940
lines;57,8160
pinch_and_twirl;75,6060
ripple;67,1820
sparkles;67,6520
transverse_chromatic_abberation;49,3600
Acc_C-all-19;73,4502
Acc_C-original-15;73,0627
Acc_C-bar-10;62,2408
Acc_all-ex-pixelwise-noise-24;68,5491
RMSCE_C;0,0336
Combined_Noise;77,2000
