;config_509_avg
Standard_Acc;76,5100
RMSCE;0,0188
gaussian_noise;44,7280
shot_noise;52,9900
impulse_noise;61,8500
defocus_blur;73,7020
glass_blur;46,9340
motion_blur;67,4240
zoom_blur;70,2100
snow;64,4700
frost;63,8500
fog;68,2000
brightness;73,9220
contrast;68,0140
elastic_transform;64,2500
pixelate;58,3840
jpeg_compression;63,1800
speckle_noise;54,9460
gaussian_blur;71,8800
spatter;70,5620
saturate;71,3440
blue_noise;65,4900
brownish_noise;47,9240
checkerboard_cutout;56,4080
circular_motion_blur;73,5700
inverse_sparkles;36,5080
lines;47,3260
pinch_and_twirl;65,8960
ripple;55,8340
sparkles;59,3680
transverse_chromatic_abberation;64,3200
Acc_C-all-19;63,7284
Acc_C-original-15;62,8072
Acc_C-bar-10;57,2644
Acc_all-ex-pixelwise-noise-24;62,6450
RMSCE_C;0,0734
Combined_Noise;58,9100
