;config_505_avg;config_505_std;config_505_run_0;config_505_run_1;config_505_run_2
Standard_Acc;78,4733;0,3064;78,8400;78,0900;78,4900
RMSCE;0,0259;0,0045;0,0241;0,0321;0,0215
gaussian_noise;47,2347;0,2261;46,9840;47,5320;47,1880
shot_noise;55,5773;0,0840;55,5220;55,5140;55,6960
impulse_noise;61,2813;0,7211;61,3680;60,3580;62,1180
defocus_blur;74,7053;0,2270;75,0040;74,4540;74,6580
glass_blur;39,1067;1,0278;39,6340;37,6700;40,0160
motion_blur;69,8980;0,1472;70,1020;69,8320;69,7600
zoom_blur;72,1007;0,2887;72,4720;72,0620;71,7680
snow;64,4933;0,2024;64,6000;64,2100;64,6700
frost;60,8627;0,4471;61,0260;60,2520;61,3100
fog;67,9967;0,1675;68,2320;67,8560;67,9020
brightness;76,3727;0,4455;76,9020;76,4040;75,8120
contrast;60,8340;0,5832;61,2140;61,2780;60,0100
elastic_transform;68,0980;0,2599;68,2520;67,7320;68,3100
pixelate;64,7840;0,3203;64,3320;64,9840;65,0360
jpeg_compression;58,6947;0,1331;58,8600;58,6900;58,5340
speckle_noise;58,4353;0,1559;58,2180;58,5760;58,5120
gaussian_blur;72,4800;0,2785;72,8360;72,1560;72,4480
spatter;72,1293;0,3108;72,2720;71,6980;72,4180
saturate;68,1140;0,3981;68,6680;67,7500;67,9240
blue_noise;62,5153;1,0769;62,7920;61,0800;63,6740
brownish_noise;34,8887;1,4224;36,8780;33,6360;34,1520
checkerboard_cutout;63,8487;0,2745;64,1780;63,5060;63,8620
circular_motion_blur;76,4360;0,1574;76,6420;76,2600;76,4060
inverse_sparkles;38,5987;0,6708;39,5260;37,9620;38,3080
lines;55,1820;0,2885;55,2800;55,4760;54,7900
pinch_and_twirl;70,4460;0,2334;70,6180;70,1160;70,6040
ripple;66,0487;0,1545;65,9600;66,2660;65,9200
sparkles;60,5753;0,2617;60,9380;60,3300;60,4580
transverse_chromatic_abberation;48,3653;1,3919;50,2780;47,8120;47,0060
Acc_C-all-19;63,8526;0,1643;64,0262;63,6320;63,8995
Acc_C-original-15;62,8027;0,1585;62,9669;62,5885;62,8525
Acc_C-bar-10;57,6905;0,4514;58,3090;57,2444;57,5180
Acc_all-ex-pixelwise-noise-24;62,7108;0,2910;63,1127;62,4330;62,5867
RMSCE_C;0,0946;0,0083;0,0885;0,1064;0,0889
Combined_Noise;63,2433;0,1228;63,2300;63,4000;63,1000
