;config_594_avg
Standard_Acc;80,7500
RMSCE;0,0799
gaussian_noise;60,7280
shot_noise;64,7200
impulse_noise;62,1500
defocus_blur;74,1640
glass_blur;61,9240
motion_blur;66,9680
zoom_blur;72,2960
snow;69,8260
frost;70,1920
fog;69,3940
brightness;78,8500
contrast;72,5440
elastic_transform;70,4440
pixelate;68,7300
jpeg_compression;64,2220
speckle_noise;65,0820
gaussian_blur;71,3800
spatter;72,9340
saturate;73,3040
blue_noise;61,1640
brownish_noise;39,4600
checkerboard_cutout;66,7040
circular_motion_blur;76,6680
inverse_sparkles;41,6520
lines;54,4320
pinch_and_twirl;75,0880
ripple;66,8180
sparkles;65,6600
transverse_chromatic_abberation;44,2960
Acc_C-all-19;68,9396
Acc_C-original-15;68,4768
Acc_C-bar-10;59,1942
Acc_all-ex-pixelwise-noise-24;66,1646
RMSCE_C;0,1226
Adversarial_accuracy_autoattack;0,0000
Combined_Noise;68,9400
