;config_200_avg;config_200_std;config_200_run_0;config_200_run_1;config_200_run_2
Standard_Acc;75,7367;0,2106;75,8100;75,4500;75,9500
RMSCE;0,0603;0,0052;0,0666;0,0539;0,0604
gaussian_noise;49,3687;0,5993;50,1000;49,3740;48,6320
shot_noise;53,8660;0,7219;54,8760;53,2320;53,4900
impulse_noise;30,4473;1,9375;32,9180;28,1860;30,2380
defocus_blur;66,6240;0,5020;67,1660;65,9560;66,7500
glass_blur;56,1573;0,2938;56,1860;56,5020;55,7840
motion_blur;62,9387;0,4936;63,4960;62,2960;63,0240
zoom_blur;63,9680;0,6677;64,8320;63,2060;63,8660
snow;63,4213;0,3482;63,2300;63,1240;63,9100
frost;65,3033;0,1878;65,3060;65,0720;65,5320
fog;65,8447;0,5094;66,2480;65,1260;66,1600
brightness;73,5027;0,2242;73,6480;73,1860;73,6740
contrast;57,3727;0,4858;57,9300;56,7460;57,4420
elastic_transform;65,2707;0,5659;65,9580;64,5720;65,2820
pixelate;63,9687;0,5150;63,5100;64,6880;63,7080
jpeg_compression;56,9647;0,4465;57,0160;56,3940;57,4840
speckle_noise;53,1893;0,7331;54,1360;52,3500;53,0820
gaussian_blur;61,9480;0,5864;62,5000;61,1360;62,2080
spatter;65,8560;0,1904;65,6040;65,9000;66,0640
saturate;67,2953;0,3071;67,3280;66,9040;67,6540
blue_noise;40,9067;1,1139;39,5000;42,2240;40,9960
brownish_noise;36,7313;0,5812;36,6260;36,0780;37,4900
checkerboard_cutout;56,7027;0,2529;56,5380;56,5100;57,0600
circular_motion_blur;66,7353;0,5587;67,4300;66,0620;66,7140
inverse_sparkles;44,2087;0,1687;44,3820;44,2640;43,9800
lines;50,6413;0,1771;50,7040;50,4000;50,8200
pinch_and_twirl;69,8380;0,3427;70,2860;69,4540;69,7740
ripple;59,7853;0,2372;59,9440;59,9620;59,4500
sparkles;59,9907;0,1094;59,8760;59,9580;60,1380
transverse_chromatic_abberation;46,9940;0,3366;47,4700;46,7540;46,7580
Acc_C-all-19;60,1741;0,3884;60,6309;59,6816;60,2097
Acc_C-original-15;59,6679;0,4017;60,1613;59,1773;59,6651
Acc_C-bar-10;53,2534;0,0638;53,2756;53,1666;53,3180
Acc_all-ex-pixelwise-noise-24;60,3360;0,2341;60,5506;60,0104;60,4469
RMSCE_C;0,1400;0,0042;0,1422;0,1341;0,1436
Combined_Noise;54,3867;0,7803;55,4900;53,8200;53,8500
