;config_122_avg
Standard_Acc;75,2600
RMSCE;0,0272
gaussian_noise;45,2000
shot_noise;53,7000
impulse_noise;23,0000
defocus_blur;68,9000
glass_blur;57,8000
motion_blur;65,8000
zoom_blur;66,1000
snow;64,5000
frost;68,8000
fog;65,0000
brightness;69,4000
contrast;58,7000
elastic_transform;67,0000
pixelate;66,9000
jpeg_compression;62,4000
speckle_noise;51,6000
gaussian_blur;58,2000
spatter;64,5000
saturate;67,4000
blue_noise;47,4000
brownish_noise;37,6000
checkerboard_cutout;52,5000
circular_motion_blur;65,0000
inverse_sparkles;42,2000
lines;47,8000
pinch_and_twirl;65,2000
ripple;61,8000
sparkles;53,5000
transverse_chromatic_abberation;53,3000
Acc_C-all-19;60,2579
Acc_C-original-15;60,2133
Acc_C-bar-10;52,6300
Acc_all-ex-pixelwise-noise-24;60,4292
RMSCE_C;0,0892
Combined_Noise;47,0300
