;config_553_avg
Standard_Acc;82,7000
RMSCE;0,0216
gaussian_noise;63,3000
shot_noise;66,2000
impulse_noise;68,4000
defocus_blur;76,6000
glass_blur;67,1000
motion_blur;74,2000
zoom_blur;74,8000
snow;71,1000
frost;74,6000
fog;75,5000
brightness;79,6000
contrast;78,6000
elastic_transform;73,1000
pixelate;70,4000
jpeg_compression;61,8000
speckle_noise;69,2000
gaussian_blur;70,2000
spatter;75,6000
saturate;77,5000
blue_noise;63,4000
brownish_noise;43,7000
checkerboard_cutout;66,5000
circular_motion_blur;75,8000
inverse_sparkles;43,4000
lines;55,9000
pinch_and_twirl;74,2000
ripple;67,3000
sparkles;66,2000
transverse_chromatic_abberation;51,5000
Acc_C-all-19;71,9895
Acc_C-original-15;71,6867
Acc_C-bar-10;60,7900
Acc_all-ex-pixelwise-noise-24;68,5500
RMSCE_C;0,0742
Combined_Noise;71,0300
