;config_160_avg
Standard_Acc;75,8000
RMSCE;0,0254
gaussian_noise;49,8540
shot_noise;52,9620
impulse_noise;60,3580
defocus_blur;71,0260
glass_blur;59,7180
motion_blur;67,4120
zoom_blur;69,1440
snow;66,2460
frost;67,6800
fog;66,9940
brightness;72,7140
contrast;62,8640
elastic_transform;67,3520
pixelate;70,3820
jpeg_compression;61,2980
speckle_noise;50,9820
gaussian_blur;68,7800
spatter;66,5500
saturate;69,3540
blue_noise;57,5840
brownish_noise;35,6560
checkerboard_cutout;55,1900
circular_motion_blur;65,0260
inverse_sparkles;45,5520
lines;50,5180
pinch_and_twirl;70,3080
ripple;63,9000
sparkles;58,5280
transverse_chromatic_abberation;55,9940
Acc_C-all-19;64,2984
Acc_C-original-15;64,4003
Acc_C-bar-10;55,8256
Acc_all-ex-pixelwise-noise-24;62,8411
RMSCE_C;0,0574
Combined_Noise;51,1000
