;config_226_avg
Standard_Acc;80,7200
RMSCE;0,0330
gaussian_noise;50,5020
shot_noise;56,0040
impulse_noise;31,0900
defocus_blur;71,3940
glass_blur;57,9840
motion_blur;68,2520
zoom_blur;67,9440
snow;67,7060
frost;69,5340
fog;70,5920
brightness;78,2560
contrast;62,0980
elastic_transform;69,6340
pixelate;67,5780
jpeg_compression;59,5960
speckle_noise;54,9980
gaussian_blur;65,5020
spatter;69,9820
saturate;71,7940
blue_noise;44,9660
brownish_noise;37,0920
checkerboard_cutout;59,3320
circular_motion_blur;72,6260
inverse_sparkles;45,8640
lines;51,9880
pinch_and_twirl;73,9320
ripple;63,6240
sparkles;63,8380
transverse_chromatic_abberation;48,7420
Acc_C-all-19;63,7074
Acc_C-original-15;63,2109
Acc_C-bar-10;56,2004
Acc_all-ex-pixelwise-noise-24;63,9535
RMSCE_C;0,0965
Combined_Noise;56,4500
