;config_480_avg
Standard_Acc;81,4200
RMSCE;0,0184
gaussian_noise;71,4160
shot_noise;73,8520
impulse_noise;80,0980
defocus_blur;76,1060
glass_blur;65,2300
motion_blur;72,1120
zoom_blur;73,9120
snow;72,0900
frost;72,9500
fog;74,8260
brightness;79,5200
contrast;75,0440
elastic_transform;72,4860
pixelate;70,3800
jpeg_compression;62,3340
speckle_noise;74,5660
gaussian_blur;73,2180
spatter;75,3400
saturate;75,1520
blue_noise;68,6020
brownish_noise;44,6940
checkerboard_cutout;67,9120
circular_motion_blur;75,5140
inverse_sparkles;46,8200
lines;58,7280
pinch_and_twirl;75,7000
ripple;66,0360
sparkles;67,9640
transverse_chromatic_abberation;49,2020
Acc_C-all-19;73,1912
Acc_C-original-15;72,8237
Acc_C-bar-10;62,1172
Acc_all-ex-pixelwise-noise-24;68,4696
RMSCE_C;0,0429
Combined_Noise;76,5700
