;config_119_avg
Standard_Acc;74,9000
RMSCE;0,0354
gaussian_noise;45,4000
shot_noise;51,0000
impulse_noise;32,2000
defocus_blur;69,8000
glass_blur;53,3000
motion_blur;64,9000
zoom_blur;65,8000
snow;62,5000
frost;67,0000
fog;61,1000
brightness;70,3000
contrast;54,1000
elastic_transform;67,4000
pixelate;61,9000
jpeg_compression;59,3000
speckle_noise;51,2000
gaussian_blur;59,5000
spatter;65,2000
saturate;66,1000
blue_noise;41,2000
brownish_noise;30,7000
checkerboard_cutout;53,8000
circular_motion_blur;64,9000
inverse_sparkles;38,8000
lines;46,0000
pinch_and_twirl;68,9000
ripple;62,6000
sparkles;49,3000
transverse_chromatic_abberation;49,2000
Acc_C-all-19;59,3684
Acc_C-original-15;59,0667
Acc_C-bar-10;50,5400
Acc_all-ex-pixelwise-noise-24;58,8500
RMSCE_C;0,1025
Combined_Noise;50,8200
