;config_566_avg;config_566_std;config_566_run_0;config_566_run_1;config_566_run_2;config_566_run_3;config_566_run_4
Standard_Acc;81,6700;0,1414;81,4200;81,6200;81,7700;81,8200;81,7200
RMSCE;0,0228;0,0036;0,0230;0,0274;0,0191;0,0183;0,0261
gaussian_noise;62,5400;0,7392;61,7000;61,9000;63,2000;63,6000;62,3000
shot_noise;66,3400;1,6657;64,6000;67,1000;69,2000;65,0000;65,8000
impulse_noise;66,2200;0,9152;66,3000;67,0000;64,5000;66,3000;67,0000
defocus_blur;76,4200;0,5036;75,7000;76,6000;76,0000;77,1000;76,7000
glass_blur;65,6800;0,9411;64,5000;65,2000;65,4000;67,3000;66,0000
motion_blur;73,1000;1,4367;71,5000;74,5000;74,9000;73,1000;71,5000
zoom_blur;74,6400;1,4389;73,0000;75,5000;75,3000;72,9000;76,5000
snow;71,2800;0,7467;70,5000;71,9000;72,4000;70,6000;71,0000
frost;75,5200;2,0508;74,0000;73,5000;77,6000;78,4000;74,1000
fog;75,5600;1,2355;73,8000;75,0000;76,4000;77,4000;75,2000
brightness;79,5400;1,0210;78,9000;78,3000;80,6000;80,9000;79,0000
contrast;76,2400;0,8309;76,6000;76,0000;74,8000;77,3000;76,5000
elastic_transform;71,3600;0,6437;71,1000;70,9000;72,5000;71,6000;70,7000
pixelate;70,4000;0,8854;69,2000;69,8000;71,8000;70,8000;70,4000
jpeg_compression;62,5200;0,8183;63,6000;62,4000;62,6000;62,9000;61,1000
speckle_noise;65,5000;1,6757;68,2000;63,2000;64,4000;65,8000;65,9000
gaussian_blur;69,1400;1,6032;67,7000;69,0000;71,1000;70,8000;67,1000
spatter;74,6800;0,8908;74,4000;74,6000;75,6000;75,6000;73,2000
saturate;75,6000;0,7975;76,1000;74,9000;76,2000;76,4000;74,4000
blue_noise;62,1000;1,9708;61,8000;58,7000;61,9000;63,8000;64,3000
brownish_noise;44,0800;1,4497;44,7000;42,0000;46,4000;43,8000;43,5000
checkerboard_cutout;66,6000;1,0100;65,2000;65,8000;67,0000;66,9000;68,1000
circular_motion_blur;74,7400;0,6946;75,1000;74,8000;75,7000;74,5000;73,6000
inverse_sparkles;46,0000;1,1331;45,2000;45,8000;45,7000;48,2000;45,1000
lines;55,9000;2,5116;54,7000;53,6000;60,6000;56,3000;54,3000
pinch_and_twirl;75,3800;0,7705;74,2000;75,6000;76,1000;74,8000;76,2000
ripple;67,0000;1,0218;65,8000;66,4000;68,5000;66,4000;67,9000
sparkles;68,0000;1,6100;67,8000;69,5000;68,1000;69,5000;65,1000
transverse_chromatic_abberation;54,9400;1,4935;54,1000;52,8000;55,8000;57,2000;54,8000
Acc_C-all-19;71,1726;0,5196;70,6000;70,9105;71,8158;71,7789;70,7579
Acc_C-original-15;71,1573;0,5390;70,3333;71,0400;71,8133;71,6800;70,9200
Acc_C-bar-10;61,4740;0,7780;60,8600;60,5000;62,5800;62,1400;61,2900
Acc_all-ex-pixelwise-noise-24;68,5133;0,6780;67,8083;68,1000;69,4625;69,1958;68,0000
RMSCE_C;0,0679;0,0035;0,0670;0,0742;0,0646;0,0651;0,0684
Combined_Noise;69,5260;0,5695;69,6000;68,8300;69,8100;70,4000;68,9900
